Site Name,Site ID,Circuit Purpose,DSR Provider,DSR Provider (Normalized),ARIN Provider,ARIN Provider (Normalized),Match Status,Match Score,Match Reason,DSR Speed,DSR Cost,DSR IP,Matched WAN Port,WAN1 IP,WAN1 ARIN Provider,WAN2 IP,WAN2 ARIN Provider
NMH 01,NMH 01,Primary,Windstream,windstream,Windstream Communications LLC,windstream communications llc,Match,100,Special case: windstream <-> windstream communications,500.0M x 500.0M,$94.99,184.81.233.98,WAN1,184.81.233.98,Windstream Communications LLC,184.60.134.66,Frontier Communications
NMH 01,NMH 01- B,Secondary,EB2-TDS Cable,eb2-tds cable,Frontier Communications,frontier communications,No Match,31,"Low similarity (scores: 22, 31, 22)",300.0M x 30.0M,$216.00,184.60.134.66,WAN2,184.81.233.98,Windstream Communications LLC,184.60.134.66,Frontier Communications
NML 01,NML 01,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,500.0M x 30.0M,$175.56,71.25.90.169,WAN1,71.25.90.169,Comcast,192.168.2.213,Private IP
NMR 01,NMR 01,Primary,Sparklight,sparklight,"CABLE ONE, INC.",cable one inc,No Match,30,"Low similarity (scores: 26, 30, 26)",300.0M x 30.0M,$248.75,24.119.46.66,WAN2,64.90.159.209,Plateau Telecommunications Incorporated,24.119.46.66,"CABLE ONE, INC."
NMR 01,NMR 01- B,Secondary,Plateau Telecommunications,plateau telecommunications,Plateau Telecommunications Incorporated,plateau telecommunications incorporated,Match,100,"Fuzzy match (scores: 80, 100, 80)",500.0M x 500.0M,$350.00,64.90.159.209,WAN1,64.90.159.209,Plateau Telecommunications Incorporated,24.119.46.66,"CABLE ONE, INC."
NMS 02,NMS 02,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,500.0M x 30.0M,$175.56,50.243.19.13,WAN1,50.243.19.13,Comcast,65.102.98.193,CenturyLink
NMS 02,NMS 02,Secondary,CenturyLink,centurylink,CenturyLink,centurylink,Match,95,Canonical match: CenturyLink,60.0M x 5.0M,$149.99,65.102.98.193,WAN2,50.243.19.13,Comcast,65.102.98.193,CenturyLink
NMS 03,NMS 03,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,$186.18,50.213.132.113,WAN2,192.168.88.196,Private IP,50.213.132.113,Comcast
NMS 03,NMS 03- B,Secondary,"NMSurf, Inc.",nmsurf inc,Comcast,comcast,No Match,40,"Low similarity (scores: 24, 40, 35)",300.0M x 300.0M,$129.99,208.85.34.212,Unknown,192.168.88.196,Private IP,50.213.132.113,Comcast
NNM 09,NNM 09,Primary,Comcast Workplace,comcast workplace,,,No Match,0,No WAN1 ARIN data,600.0M x 35.0M,$234.45,50.249.116.145,Unknown,,,,
NVL000,NVL000,Primary,Cox Business/BOI,cox business/boi,,,No Match,0,No WAN1 ARIN data,300.0M x 30.0M,$266.67,24.234.187.243,Unknown,,,,
NVL 03,NVL 03,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,174.67.84.78,WAN1,174.67.84.78,Cox Communications,192.168.2.165,Private IP
NVL 04,NVL 04,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,174.75.33.72,WAN1,174.75.33.72,Cox Communications,192.168.2.244,Private IP
NVL 05,NVL 05,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,24.234.148.98,WAN1,24.234.148.98,Cox Communications,192.168.2.190,Private IP
NVL 06,NVL 06,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,24.234.31.50,WAN1,24.234.31.50,Cox Communications,192.168.2.207,Private IP
NVL 07,NVL 07- B,Secondary,Verizon Business,verizon business,Cox Communications,cox communications,No Match,40,"Low similarity (scores: 35, 40, 35)",300.0M x 50.0M,$266.67,174.71.198.86,WAN1,174.71.198.86,Cox Communications,166.248.9.203,Verizon
NVL 08,NVL 08,Primary,CenturyLink Fiber Plus,centurylinkplus,CenturyLink,centurylink,Match,95,Canonical match: CenturyLink,500.0M x 500.0M,$529.00,65.153.152.146,WAN1,65.153.152.146,CenturyLink,174.75.61.136,Cox Communications
NVL 08,NVL 08 -B,Secondary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,174.75.61.136,WAN2,65.153.152.146,CenturyLink,174.75.61.136,Cox Communications
NVL 09,NVL 09,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,24.234.158.114,WAN1,24.234.158.114,Cox Communications,192.168.0.152,Private IP
NVL 11,NVL 11,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,174.71.227.27,WAN1,174.71.227.27,Cox Communications,192.168.2.190,Private IP
NVL 13,NVL 13,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,98.180.231.172,WAN1 (Provider Match),174.75.51.20,Cox Communications,192.168.2.134,Private IP
NVL 14,NVL 14,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,24.234.115.121,WAN1,24.234.115.121,Cox Communications,166.248.9.199,Verizon
NVL 15,NVL 15 -B,Secondary,CenturyLink,centurylink,Cox Communications,cox communications,No Match,44,"Low similarity (scores: 34, 44, 34)",300.0M x 30.0M,$266.67,24.234.120.82,WAN1,24.234.120.82,Cox Communications,75.171.91.197,CenturyLink
NVL 17,NVL 17,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,68.1.199.169,WAN1,68.1.199.169,Cox Communications,192.168.2.198,Private IP
NVL 22,NVL 22,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,98.180.225.154,WAN1,98.180.225.154,Cox Communications,192.168.0.151,Private IP
NVL 23,NVL 23,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,184.176.163.195,WAN1,184.176.163.195,Cox Communications,192.168.0.154,Private IP
NVL 24,NVL 24,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,174.67.82.218,WAN1,174.67.82.218,Cox Communications,,
NVL 25,NVL 25,Primary,CenturyLink Fiber Plus,centurylinkplus,DISCOUNT TIRE NVL 25,discount tire nvl 25,No Match,40,"Low similarity (scores: 34, 40, 29)",500.0M x 500.0M,$509.00,65.140.77.202,WAN1,65.140.77.202,DISCOUNT TIRE NVL 25,192.168.0.151,Private IP
NVL 26,NVL 26,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,24.234.138.82,WAN1 (Provider Match),72.202.237.121,Cox Communications,192.168.2.230,Private IP
NVLW 01,NVLW 01,Primary,Cox Business/BOI,cox business/boi,,,No Match,0,No WAN1 ARIN data,300.0M x 30.0M,$266.67,24.120.171.73,Unknown,,,,
NVR 01,NVR 01,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,47.48.75.78,WAN1,47.48.75.78,Charter Communications,76.237.140.113,AT&T
NVR 01,NVR 01 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,76.237.140.113,WAN2,47.48.75.78,Charter Communications,76.237.140.113,AT&T
NVR 02,NVR 02,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,97.92.107.50,WAN1,97.92.107.50,Charter Communications,76.237.141.137,AT&T
NVR 02,NVR 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,76.237.141.137,WAN2,97.92.107.50,Charter Communications,76.237.141.137,AT&T
NVR 04,NVR 04,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,68.190.176.202,WAN1,68.190.176.202,Charter Communications,45.21.91.73,AT&T
NVR 04,NVR 04 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,45.21.91.73,WAN2,68.190.176.202,Charter Communications,45.21.91.73,AT&T
NVR 05,NVR 05,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,24.176.187.90,WAN2,45.21.92.81,AT&T,24.176.187.90,Charter Communications
NVR 05,NVR 05- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,45.21.92.81,WAN1,45.21.92.81,AT&T,24.176.187.90,Charter Communications
OHC 03,OHC 03,Primary,Spectrum,spectrum,Charter Communications Inc,charter communications inc,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,74.87.216.206,WAN1,74.87.216.206,Charter Communications Inc,99.93.219.169,AT&T
OHC 03,OHC 03 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.93.219.169,WAN2,74.87.216.206,Charter Communications Inc,99.93.219.169,AT&T
OHC 04,OHC 04,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,24.106.248.118,WAN1,24.106.248.118,Charter Communications,192.168.2.107,Private IP
OHC 05,OHC 05,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,98.100.57.174,WAN1,98.100.57.174,Charter Communications,192.168.2.233,Private IP
OHC 06,OHC 06,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,147.0.109.194,WAN2,162.195.85.225,AT&T,147.0.109.194,Charter Communications
OHC 06,OHC 06 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,162.195.85.225,WAN1,162.195.85.225,AT&T,147.0.109.194,Charter Communications
OHC 07,OHC 07,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,74.142.94.158,WAN1,74.142.94.158,Charter Communications,99.172.130.41,AT&T
OHC 07,OHC 07 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.172.130.41,WAN2,74.142.94.158,Charter Communications,99.172.130.41,AT&T
OHC 08,OHC 08,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,98.100.62.186,WAN2,75.58.112.33,AT&T,98.100.62.186,Charter Communications
OHC 08,OHC 08- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,75.58.112.33,WAN1,75.58.112.33,AT&T,98.100.62.186,Charter Communications
OHC 10,OHC 10,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,173.198.38.138,WAN1 (Provider Match),98.100.63.6,Charter Communications,99.93.220.217,AT&T
OHC 10,OHC 10 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,99.93.220.217,WAN2,98.100.63.6,Charter Communications,99.93.220.217,AT&T
OHD 02,OHD 02,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,98.102.180.10,WAN1,98.102.180.10,Charter Communications,76.192.70.153,AT&T
OHD 02,OHD 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,76.192.70.153,WAN2,98.102.180.10,Charter Communications,76.192.70.153,AT&T
OHD 03,OHD 03,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,1000.0M x 50.0M,$355.56,74.219.228.166,WAN1,74.219.228.166,Charter Communications,192.168.2.137,Private IP
OHD 04,OHD 04,Primary,Spectrum,spectrum,Private IP,private ip,No Match,40,"Low similarity (scores: 22, 40, 22)",750.0M x 35.0M,$172.23,74.143.122.162,Unknown,192.168.1.153,Private IP,99.29.48.9,AT&T
OHD 04,OHD 04- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,99.29.48.9,WAN2,192.168.1.153,Private IP,99.29.48.9,AT&T
OHL 01,OHL 01,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,98.102.18.154,WAN1,98.102.18.154,Charter Communications,167.100.35.230,Hanson Communications - Ohio
OHL 01,OHL 01- B,Secondary,Telephone Service Company (TSC),telephone service company tsc,Hanson Communications - Ohio,hanson communications - ohio,No Match,40,"Low similarity (scores: 35, 38, 40)",200.0M x 50.0M,$299.95,167.100.35.230,WAN2,98.102.18.154,Charter Communications,167.100.35.230,Hanson Communications - Ohio
OHN 01,OHN 01,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,24.56.64.170,WAN1,24.56.64.170,Charter Communications,64.24.231.142,Windstream Communications LLC
OHN 01,OHN 01 -B,Secondary,EB2-Windstream Fiber,eb2-windstream,Windstream Communications LLC,windstream communications llc,Match,100,Special case: windstream <-> windstream communications,500.0M x 500.0M,$209.00,64.24.231.142,WAN2,24.56.64.170,Charter Communications,64.24.231.142,Windstream Communications LLC
OHN 02,OHN 02,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 200.0M,$165.00,107.211.81.177,WAN1,107.211.81.177,AT&T,70.183.185.143,Cox Communications
OHN 02,OHN 02 -B,Secondary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 50.0M,$266.67,70.167.90.168,WAN2 (Provider Match),107.211.81.177,AT&T,70.183.185.143,Cox Communications
OHN 03,OHN 03,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,67.53.174.202,WAN1,67.53.174.202,Charter Communications,192.168.2.223,Private IP
OHN 04,OHN 04,Primary,Windstream,windstream,Windstream Communications LLC,windstream communications llc,Match,100,Special case: windstream <-> windstream communications,400.0M x 400.0M,$99.99,64.24.227.230,WAN2,98.123.212.98,Charter Communications,64.24.227.230,Windstream Communications LLC
OHN 04,OHN 04 -B,Secondary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,98.123.212.98,WAN1,98.123.212.98,Charter Communications,64.24.227.230,Windstream Communications LLC
OHN 05,OHN 05,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,74.143.158.26,WAN1,74.143.158.26,Charter Communications,108.227.38.249,AT&T
OHN 05,OHN 05 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.227.38.249,WAN2,74.143.158.26,Charter Communications,108.227.38.249,AT&T
OHN 06,OHN 06,Primary,Armstrong Cable,armstrong cable,Charter Communications,charter communications,No Match,53,"Low similarity (scores: 43, 53, 43)",300.0M x 300.0M,$134.95,24.101.188.52,WAN1,24.101.188.52,Charter Communications,192.168.0.151,Private IP
OHS 01,OHS 01,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,70.62.144.78,WAN1,70.62.144.78,Charter Communications,192.168.0.151,Private IP
OHS 02,OHS 02,Primary,Spectrum,spectrum,NCS,ncs,No Match,50,"Low similarity (scores: 18, 50, 18)",750.0M x 35.0M,$244.45,24.142.129.2,WAN2,74.83.131.130,Altafiber,24.142.129.2,NCS
OHS 02,OHS 02- B,Secondary,Altafiber,alta,Altafiber,alta,Match,95,Canonical match: Altafiber,600.0M x 300.0M,$64.99,74.83.131.130,WAN1,74.83.131.130,Altafiber,24.142.129.2,NCS
OHS 03,OHS 03,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,71.67.62.174,WAN1,71.67.62.174,Charter Communications,74.83.148.94,Altafiber
OHS 03,OHS 03 -B,Secondary,Altafiber,alta,Altafiber,alta,Match,95,Canonical match: Altafiber,400.0M x 200.0M,$69.99,74.83.148.94,WAN2,71.67.62.174,Charter Communications,74.83.148.94,Altafiber
OHS 04,OHS 04,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,71.67.64.2,WAN1,71.67.64.2,Charter Communications,69.61.230.46,Altafiber
OHS 04,OHS 04 -B,Secondary,Altafiber,alta,Altafiber,alta,Match,95,Canonical match: Altafiber,400.0M x 200.0M,$69.99,69.61.230.46,WAN2,71.67.64.2,Charter Communications,69.61.230.46,Altafiber
OHS 05,OHS 05,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,71.67.57.246,WAN1,71.67.57.246,Charter Communications,69.61.230.82,Fuse Internet Access
OHS 05,OHS 05 -B,Secondary,Altafiber,alta,Fuse Internet Access,fuse internet access,No Match,50,"Low similarity (scores: 17, 50, 17)",400.0M x 200.0M,$69.99,69.61.230.82,WAN2,71.67.57.246,Charter Communications,69.61.230.82,Fuse Internet Access
OHT 01,OHT 01,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,75.61.152.97,WAN1,75.61.152.97,AT&T,24.53.132.23,"Buckeye Cablevision,"
OHT 01,OHT 01- B,Secondary,Buckeye Broadband Business,buckeye broadband business,"Buckeye Cablevision,",buckeye cablevision,Possible Match,67,"Low confidence (scores: 58, 67, 53)",400.0M x 400.0M,$157.99,24.53.132.23,WAN2,75.61.152.97,AT&T,24.53.132.23,"Buckeye Cablevision,"
OHT 02,OHT 02,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,98.123.12.250,WAN1,98.123.12.250,Charter Communications,104.181.58.33,AT&T
OHT 02,OHT 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.181.58.33,WAN2,98.123.12.250,Charter Communications,104.181.58.33,AT&T
OKA 01,OKA 01,Primary,SparkLight,sparklight,"Cable One, Inc.",cable one inc,No Match,30,"Low similarity (scores: 26, 30, 26)",300.0M x 30.0M,$224.99,159.118.225.250,WAN1,159.118.225.250,"Cable One, Inc.",104.7.187.169,AT&T
OKA 01,OKA 01 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.7.187.169,WAN2,159.118.225.250,"Cable One, Inc.",104.7.187.169,AT&T
OKE 01,OKE 01,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 200.0M,$165.00,69.227.69.201,WAN1,69.227.69.201,AT&T,192.168.2.107,Private IP
OKO00,OKO00,Primary,Cox Business/BOI,cox business/boi,,,No Match,0,No WAN1 ARIN data,300.0M x 50.0M,$266.67,68.228.123.109,Unknown,,,,
