site_name,site_id,circuit_purpose,provider_name,speed,cost,gets_badge,exclusion_reason,wan1_provider,wan2_provider,wan1_arin,wan2_arin,arin_could_help
TXH 51,TXH 51,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,Digi,Comcast,Private IP,Yes
TXH 53,TXH 53 - B,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 53,TXH 53,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 54,TXH 54,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,Starlink,Comcast,"SpaceX Services, Inc.",Yes
TXH 57,TXH 57,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,,Comcast,Private IP,Yes
TXH 58,TXH 58,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Spectrum,Comcast Workplace,Charter Communications,Comcast,Yes
TXH 58,TXH 58 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,Comcast Workplace,Charter Communications,Comcast,No
TXH 59,TXH 59 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXH 59,TXH 59,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXH 60,TXH 60,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 60,TXH 60 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 61,TXH 61 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 61,TXH 61,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 62,TXH 62,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T,Spectrum,,Charter Communications,No
TXH 62,TXH 62 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T,Spectrum,,Charter Communications,No
TXH 63,TXH 63,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,VZW Cell,Comcast,Private IP,Yes
TXH 66,TXH 66,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,PPO CHECK,No
TXH 66,TXH 66 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,PPO CHECK,Yes
TXH 67,TXH 67,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 67,TXH 67 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 68,TXH 68,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,VZW Cell,Comcast,Verizon,Yes
TXH 69,TXH 69- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXH 69,TXH 69,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXH 71,TXH 71,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Digi,AT&T,Private IP,Yes
TXH 72,TXH 72- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 72,TXH 72,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 73,TXH 73,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,Digi,Comcast,Private IP,Yes
TXH 75,TXH 75,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,VZW Cell,Comcast,Private IP,Yes
TXH 77,TXH 77- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 77,TXH 77,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 78,TXH 78,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 78,TXH 78 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 79,TXH 79,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,Digi,Comcast,Verizon,Yes
TXH 79,TXH 79,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,Digi,Comcast,Private IP,Yes
TXH 80,TXH 80,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,VZW Cell,FIDELITY NATIONAL TITLE,Verizon,No
TXH 81,TXH 81,Secondary,Metronet,300.0M x 300.0M,139.95,Yes,Should get badge,Metronet,Rise Broadband,Metronet,"JAB Wireless, INC.",Yes
TXH 81,TXH 81,Primary,Rise Broadband,15.0M x 3.0M,149.95,Yes,Should get badge,Metronet,Rise Broadband,Metronet,"JAB Wireless, INC.",No
TXH 82,TXH 82- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast,AT&T Broadband II,Comcast,AT&T,Yes
TXH 83,TXH 83,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,VZW Cell,Comcast,Private IP,Yes
TXH 84,TXH 84 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 84,TXH 84,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 87,TXH 87,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 87,TXH 87 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 88,TXH 88 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,VESCO BUSINESS PRODUCTS,AT&T,Yes
TXH 88,TXH 88,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,VESCO BUSINESS PRODUCTS,AT&T,No
TXH 89,TXH 89 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 89,TXH 89,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 90,TXH 90 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 90,TXH 90,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,Yes
TXH 91,TXH 91,Primary,Livcom,200.0M x 200.0M,150.00,Yes,Should get badge,Livcom,Digi,Telcom Supply,Private IP,No
TXH 92,TXH 92,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,CenturyLink Communications LLC,Comcast,Private IP,Yes
TXH 93,TXH 93,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 93,TXH 93 -B,Secondary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 94,TXH 94,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,Consolidated Communications,Comcast,"Consolidated Communications, Inc.",Yes
TXH 94,TXH 94- B,Secondary,Consolidated Communications,300.0M x 300.0M,469.00,Yes,Should get badge,Comcast Workplace,Consolidated Communications,Comcast,"Consolidated Communications, Inc.",Yes
TXH 95,TXH 95,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 95,TXH 95- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
TXH 96,TXH 96,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,VZW Cell,Comcast,Private IP,Yes
TXH 97,TXH 97,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,Yes,Should get badge,AT&T Broadband II,Comcast,AT&T,Comcast,Yes
TXL 01,TXL 01,Primary,Altice West,500.0M x 50.0M,222.23,Yes,Should get badge,Vexus,Altice West,Vexus Fiber,Optimum,No
TXL 01,TXL 01- B,Secondary,Vexus,250.0M x 250.0M,99.99,Yes,Should get badge,Vexus,Altice West,Vexus Fiber,Optimum,Yes
TXL 02,TXL 02,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,No
TXL 02,TXL 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,Yes
TXL 03,TXL 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,Yes
TXL 03,TXL 03,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,No
TXL 04,TXL 04,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Vexus Fiber,AT&T,Vexus Fiber,Yes
TXL 04,TXL 04,Secondary,Vexus Fiber,350.0M x 350.0M,149.99,Yes,Should get badge,AT&T Broadband II,Vexus Fiber,AT&T,Vexus Fiber,Yes
TXL 05,TXL 05,Primary,Vexus,550.0M x 275.0M,199.99,Yes,Should get badge,Vexus,AT&T Broadband II,Vexus Fiber,AT&T,Yes
TXL 05,TXL 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Vexus,AT&T Broadband II,Vexus Fiber,AT&T,Yes
TXM 01,TXM 01,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Digi,AT&T,Private IP,Yes
TXM 02,TXM 02,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,No
TXM 02,TXM 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,Yes
TXM 03,TXM 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Altice,AT&T,Private IP,Yes
TXM 03,TXM 03,Primary,Altice,300.0M x 30.0M,170.22,Yes,Should get badge,AT&T Broadband II,Altice,AT&T,Private IP,No
TXN 01,TXN 01,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXN 01,TXN 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXO 01,TXO 01,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,Yes,Should get badge,AT&T Broadband II,EB2-CableOne Cable,AT&T,"CABLE ONE, INC.",Yes
TXO 01,TXO 01 -B,Secondary,EB2-CableOne Cable,300.0M x 30.0M,335.00,Yes,Should get badge,AT&T Broadband II,EB2-CableOne Cable,AT&T,"CABLE ONE, INC.",Yes
TXO 02,TXO 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Cable One ,AT&T Broadband II,"CABLE ONE, INC.",AT&T,Yes
TXO 02,TXO 02,Primary,Cable One ,300.0M x 50.0M,229.99,Yes,Should get badge,Cable One ,AT&T Broadband II,"CABLE ONE, INC.",AT&T,Yes
TXS 02,TXS 02,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 02,TXS 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 05,TXS 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 05,TXS 05,Primary,Spectrum,940.0M x 35.0M,355.56,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 06,TXS 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 06,TXS 06,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 07,TXS 07,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 07,TXS 07 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 08,TXS 08,Primary,Spectrum,940.0M x 35.0M,355.56,Yes,Should get badge,Spectrum,Digi,Charter Communications,Private IP,No
TXS 09,TXS 09,Primary,AT&T Broadband II,1000.0M x 1000.0M,240.04,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,STARBUCKS,Yes
TXS 09,TXS 09 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,STARBUCKS,No
TXS 11,TXS 11,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 11,TXS 11- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 12,TXS 12,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXS 13,TXS 13,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXS 13,TXS 13 -B,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXS 14,TXS 14,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXS 14,TXS 14- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXS 15,TXS 15 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 15,TXS 15,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 16,TXS 16 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXS 16,TXS 16,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXS 17,TXS 17,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 17,TXS 17 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 18,TXS 18 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,Yes,Should get badge,Spectrum,EB2-Windstream Fiber,Charter Communications,Windstream Communications LLC,Yes
TXS 18,TXS 18,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,EB2-Windstream Fiber,Charter Communications,Windstream Communications LLC,No
TXS 19,TXS 19,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 19,TXS 19 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 20,TXS 20 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 20,TXS 20,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 21,TXS 21 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 21,TXS 21,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 22,TXS 22 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 22,TXS 22,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 23,TXS 23- B,Secondary,GVTC Communications,250.0M x 250.0M,74.95,Yes,Should get badge,Spectrum,GVTC Communications,Charter Communications,"Guadalupe Valley Telephone Cooperative,",No
TXS 23,TXS 23,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,GVTC Communications,Charter Communications,"Guadalupe Valley Telephone Cooperative,",No
TXS 24,TXS 24,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,DSR AT&T,Spectrum,Private IP,Charter Communications,No
TXS 25,TXS 25,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
TXS 26,TXS 26,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,GVTC Communications,Spectrum,GVTC-DIALUP DYNAMIC POOL,Charter Communications,No
TXS 26,TXS 26-B,Secondary,GVTC Communications,500.0M x 250.0M,249.95,Yes,Should get badge,GVTC Communications,Spectrum,GVTC-DIALUP DYNAMIC POOL,Charter Communications,No
TXS 27,TXS 27,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
TXS 27,TXS 27 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
TXS 28,TXS 28,Primary,AT&T Broadband II,500.0M x 100.0M,215.02,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXS 28,TXS 28 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXS 29,TXS 29,Primary,Spectrum,300.0M x 20.0M,207.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXS 29,TXS 29- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXS 30,TXS 30- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXS 30,TXS 30,Primary,Spectrum,300.0M x 20.0M,207.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXS 31,TXS 31 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
TXS 31,TXS 31,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
TXW 01,TXW 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Altice,AT&T,Optimum,Yes
TXW 01,TXW 01,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,AT&T Broadband II,Altice,AT&T,Optimum,No
TXW 02,TXW 02,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,No
TXW 02,TXW 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,Yes
TXW 04,TXW 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Altice,AT&T Broadband II,Private IP,AT&T,Yes
TXW 04,TXW 04,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,Altice,AT&T Broadband II,Private IP,AT&T,No
TXW 05,TXW 05,Primary,Altice,500.0M x 50.0M,212.77,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,No
TXW 05,TXW 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Altice,AT&T Broadband II,Optimum,AT&T,Yes
TXW 07,TXW 07,Primary,Altice West,500.0M x 50.0M,222.23,Yes,Should get badge,Altice West,AT&T Broadband II,Optimum,AT&T,No
TXW 07,TXW 07 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Altice West,AT&T Broadband II,Optimum,AT&T,Yes
TXW 08,TXW 08,Secondary,Unite Private Networks,300.0M x 300.0M,699.00,Yes,Should get badge,Harris Broadband,Unite Private Networks,"Grande Communications Networks, LLC",Unite Private Networks LLC.,Yes
TXW 08,TXW 08,Primary,Harris Broadband,500.0M x 20.0M,89.95,Yes,Should get badge,Harris Broadband,Unite Private Networks,"Grande Communications Networks, LLC",Unite Private Networks LLC.,No
TXW 09,TXW 09 -B,Secondary,Vexus,100.0M x 100.0M,99.95,Yes,Should get badge,Altice,Vexus,Optimum,NTSC,No
TXW 09,TXW 09,Primary,Altice,500.0M x 50.0M,222.23,Yes,Should get badge,Altice,Vexus,Optimum,NTSC,No
UTS 01,UTS 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,VZW Cell,Comcast,Private IP,Yes
UTS 03,UTS 03,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,EB2-Lumen DSL,Comcast,CenturyLink,Yes
UTS 03,UTS 03- B,Secondary,EB2-Lumen DSL,140.0M x 20.0M,151.00,Yes,Should get badge,Comcast Workplace,EB2-Lumen DSL,Comcast,CenturyLink,No
UTS 04,UTS 04,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,EB2-Lumen DSL,Comcast,CenturyLink,Yes
UTS 04,UTS 04- B,Secondary,EB2-Lumen DSL,100.0M x 10.0M,128.00,Yes,Should get badge,Comcast Workplace,EB2-Lumen DSL,Comcast,CenturyLink,No
UTS 05,UTS 05,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,Centracom,Comcast Cable Communications,Private Customer,Yes
UTS 05,UTS 05- B,Secondary,Centracom,500.0M x 500.0M,350.00,Yes,Should get badge,Comcast Workplace,Centracom,Comcast Cable Communications,Private Customer,No
UTS 06,UTS 06,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,Comcast Workplace,EB2-Centurylink DSL,Comcast,CenturyLink,Yes
UTS 06,UTS 06- B,Secondary,EB2-Centurylink DSL,80.0M x 10.0M,128.00,Yes,Should get badge,Comcast Workplace,EB2-Centurylink DSL,Comcast,CenturyLink,Yes
UTS 09,UTS 09,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,EB2-Centurylink DSL,Comcast,MindQuest,Yes
UTS 09,UTS 09- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,Yes,Should get badge,Comcast Workplace,EB2-Centurylink DSL,Comcast,MindQuest,No
UTS 11,UTS 11- B,Secondary,Centracom,300.0M x 30.0M,370.00,Yes,Should get badge,Comcast,Centracom,Comcast,Private Customer,No
UTS 12,UTS 12,Primary,TDS Cable,500.0M x 100.0M,209.00,Yes,Should get badge,TDS Cable,Digi,Frontier Communications,Private IP,No
