Site Name,Site ID,Circuit Purpose,DSR Provider,ARIN Provider,Notes Provider,Match Status,Match Score,Match Source,Match Reason,DSR Speed,DSR Cost
MIT 26,MIT 26 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
MIW 21,MIW 21- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MNM 00,MNM 00 New,Primary,Comcast Workplace,,,No Match,0,,No match found,750.0M x 35.0M,$234.45
MNM 01,MNM 01,Primary,Comcast Workplace,Comcast,,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MNM 02,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
MNM 03,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
MNM 05,MNM 05- B,Secondary,EB2-Lumen DSL,"Blue Bell Enterprises,",Lumen DSL,Match,95,Notes,Direct match with notes,100.0M x 10.0M,$128.00
MNM 06,MNM 06,Primary,Comcast Workplace,Comcast,,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MNM 07,MNM 07,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MNM 07,MNM 07- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$128.00
MNM 08,MNM 08,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
MNM 08,MNM 08- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,140.0M x 20.0M,$151.00
MNM 09,,Primary,DSR Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,
MNM 09 -B,MNM 09 -B,Secondary,Comcast Workplace,,,No Match,0,,No match found,750.0M x 35.0M,$234.45
MNM 10,MNM 10,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
MNM 11,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 35.0M,
MNM 12,MNM 12,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
MNM 12,MNM 12 -B,Secondary,Metronet,Metronet,Metronet,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$289.95
MNM 13,MNM 13,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MNM 13,MNM 13- B,Secondary,EB2-Lumen DSL,CenturyLink,EB2-Lumen DSL,Match,100,ARIN (mapped),Mapped match with ARIN,100.0M x 10.0M,$128.00
MNM 14,MNM 14,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MNM 15,MNM 15,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
MNM 15,MNM 15 -B,Secondary,Metronet,Jaguar Communications,Metronet,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$199.95
MNM 17,MNM 17,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MNM 18,MNM 18,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MNM 19,MNM 19,Primary,MetroNet,Deutsche Telekom,MetroNet Fiber,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$129.95
MNM 20,MNM 20,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
MNM 20,MNM 20- B,Secondary,MetroNet,Metronet,MetroNet,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$855.00
MNM 21,MNM 21,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
MNM 22,MNM 22,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,1000.0M x 50.0M,$355.56
MNM 22,MNM 22- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,140.0M x 20.0M,$151.00
MNM 23,MNM 23,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
MNM 23,MNM 23- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,140.0M x 20.0M,$151.00
MNM 24,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
MNM 26,MNM 26,Primary,Comcast Workplace,Comcast Cable Communications,,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),750.0M x 35.0M,$234.45
MNM 27,MNM 27,Primary,CenturyLink Fiber Plus,CenturyLink,CenturyLink Fiber Plus,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$529.00
MNM 27,MNM 27 -B,Secondary,CTC,CONSOLIDATED TELEPHONE COMPANY,CTC,Match,95,Notes,Direct match with notes,250.0M x 250.0M,$275.00
MNM 29,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
MNM 31,MNM 31,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
MNMW01,MNMW01,Primary,Comcast Workplace,,,No Match,0,,No match found,750.0M x 35.0M,$234.45
MOK 01,MOK 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
MOK 01,MOK 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
MOK 02,MOK 02,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
MOK 02,MOK 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOK 03,MOK 03,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
MOK 03,MOK 03 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOK 05,MOK 05,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MOK 05,MOK 05 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOK 06,MOK 06,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MOK 06,MOK 06 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOK 07,MOK 07,Primary,Spectrum ,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
MOK 07,MOK 07- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
MON 01,MON 01,Primary,Altice West,Optimum,Altice West,Match,100,ARIN (mapped),Mapped match with ARIN,500.0M x 50.0M,$212.77
MON 01,MON 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOO 01,,Primary,ComcastAgg CableOne,"CABLE ONE, INC.",ComcastAgg CableOne,Match,95,Notes,Direct match with notes,300.0M x 35.0M,
MOO 02,MOO 02,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
MOO 02,MOO 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOO 03,MOO 03,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
MOO 03,MOO 03 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOO 04,,Primary,Brightspeed,,,No Match,0,,No match found,300.0M x 300.0M,$1009.00
MOR 01,MOR 01,Primary,Fidelity Communications,"Fidelity Cablevision, LLC",Fidelity Communications,Match,95,Notes,Direct match with notes,350.0M x 20.0M,$185.00
MOR 01,MOR 01 -B,Secondary,EB2-Sparklight Cable,"Fidelity Cablevision, LLC",EB2-Sparklight Cable,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$335.00
MOS 00,MOS 00,Primary,Spectrum,,,No Match,0,,No match found,750.0M x 35.0M,$172.23
MOS 00,MOS 00-B,Secondary,AT&T Broadband II,,,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
MOS 01,MOS 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
MOS 01,MOS 01- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
MOS 02,,Primary,AT&T,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,20.0M x 20.0M,$433.00
MOS 02,MOS 02,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOS 03,MOS 03,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$207.45
MOS 03,MOS 03 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOS 04,MOS 04,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
MOS 04,MOS 04 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOS 05,MOS 05,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,1000.0M x 50.0M,$355.56
MOS 05,MOS 05 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MOS 06,MOS 06,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,200.0M x 40.0M,$104.99
MOS 06,MOS 06 -B,Secondary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
MOS 07,MOS 07,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
MOS 08,MOS 08,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
MOS 08,MOS 08- B,Secondary,Brightspeed,CenturyLink,Brightspeed,Match,100,ARIN (mapped),Mapped match with ARIN,100.0M x 100.0M,$189.00
MOS 09,MOS 09,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
MOS 10,MOS 10,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
MOS 12,MOS 12,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
MOS 12,MOS 12 -B,Secondary,AT&T Broadband II,AT&T,Private Customer - AT&T Internet Services,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
MOS XX,MOS XX,Primary,Spectrum,,,No Match,0,,No match found,750.0M x 35.0M,$172.23
MOS XX,MOS XX -B,Secondary,AT&T Broadband II,,,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
MSN 01,MSN 01,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MSN 01,MSN 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
MSN 02,MSN 02,Primary,C Spire,C Spire Fiber,C Spire,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$470.00
MSN 02,MSN 02- B,Secondary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
MTB 01,MTB 01,Primary,Spectrum ,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
MTM 01,MTM 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
MTM 02,MTM 02,Primary,Spectrum,Charter Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC_00,,Primary,Charter Communications,Charter Communications,Charter Communications,Match,100,ARIN,Direct match with ARIN,600.0M x 35.0M,
NCC00,NCC00 -B,Secondary,AT&T Broadband II,,,No Match,0,,No match found,300.0M x 300.0M,$105.01
NCC 01,NCC 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 01,NCC 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 02,NCC 02,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 02,NCC 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 03,NCC 03,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 03,NCC 03 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
NCC 04,NCC 04,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 04,NCC 04 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 05,NCC 05,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 05,NCC 05 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 06,NCC 06,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 06,NCC 06 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 07,NCC 07,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 07,NCC 07 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 08,NCC 08,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
NCC 08,NCC 08 -B,Secondary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 09,NCC 09,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,1000.0M x 50.0M,$355.56
NCC 09,NCC 09 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 10,NCC 10,Primary,Spectrum,"SPECTRUM CONSULTANTS, INC",Spectrum,Match,95,Notes,Direct match with notes,750.0M x 35.0M,$244.45
NCC 10,NCC 10 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 11,NCC 11,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 11,NCC 11 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
NCC 13,NCC 13,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 13,NCC 13- B,Secondary,Lumos Networks,"North State Telephone, LLC",Lumos Networks,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$120.00
NCC 14,NCC 14,Primary,Spectrum,Charter Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 15,NCC 15,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 15,NCC 15 -B,Secondary,EB2-Windstream Fiber,Windstream Communications LLC,EB2-Windstream Fiber,Match,95,Notes,Direct match with notes,1000.0M x 1000.0M,$378.00
NCC 16,NCC 16,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 16,NCC 16 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 17,NCC 17,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 17,NCC 17 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 18,NCC 18,Primary,Spectrum,Charter Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 19,NCC 19,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 20,NCC 20 -B,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 20,NCC 20,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
NCC 21,NCC 21,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 23,NCC 23,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 23,NCC 23 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 24,NCC 24,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,600.0M x 35.0M,$172.23
NCC 24,NCC 24 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 25,NCC 25,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 25,NCC 25 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 26,NCC 26,Primary,AT&T Broadband II,AT&T,AT&T,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
NCC 27,NCC 27,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 28,NCC 28,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 28,NCC 28 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
NCC 30,NCC 30,Primary,Spectrum,CARDINAL INNOVATIONS HEALTHCARE SOLUTIONS,,No Match,0,,No match found,750.0M x 35.0M,$172.23
NCC 33,NCC 33,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 33,NCC 33 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 35,NCC 35,Primary,Altice,Internet Assigned Numbers Authority,Altice,Match,95,Notes,Direct match with notes,500.0M x 50.0M,$212.77
NCC 35,NCC 35 -B,Secondary,Metronet,Optimum,Metronet,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$129.95
NCC 36,NCC 36,Primary,Spectrum,Private IP,Spectrum,Match,95,Notes,Direct match with notes,750.0M x 35.0M,$244.45
NCC 36,NCC 36- B,Secondary,GreenLight,Greenlight,GreenLight,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$109.95
NCC 37,NCC 37,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 37,NCC 37 -B,Secondary,MetroNet,Metronet,MetroNet,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$139.95
NCC 38,NCC 38- B,Secondary,VZW Cell,Metronet,MetroNet,No Match,0,,No match found,1000.0M x 1000.0M,$249.95
NCC 39,NCC 39,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 39,NCC 39 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 40,NCC 40,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NCC 40,NCC 40 -B,Secondary,EB2-Windstream Fiber,Windstream Communications,EB2-Windstream Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$209.00
NCC 41,NCC 41,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 41,NCC 41 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NCC 42,NCC 42,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,100.0M x 20.0M,$90.00
NCC 42,NCC 42 -B,Secondary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 43,NCC 43,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 43,NCC 43 -B,Secondary,EB2-Windstream Fiber,Windstream Communications LLC,EB2-Windstream Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$209.00
NCC 44,NCC 44,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 45,NCC 45,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,600.0M x 35.0M,$172.23
NCC 45,NCC 45- B,Secondary,Brightspeed,,,No Match,0,,No match found,100.0M x 100.0M,$592.00
NCC 46,NCC 46,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 46,NCC 46- B,Secondary,Windstream,Windstream Communications LLC,Windstream,Match,95,Notes,Direct match with notes,100.0M x 100.0M,$550.00
NCC 47,NCC 47,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 47,NCC 47- B,Secondary,MetroNet,Metronet,MetroNet,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$199.95
NCC 48,NCC 48 -B,Secondary,VZW Cell,Level 3,Brightspeed,No Match,0,,No match found,300.0M x 300.0M,$931.00
NCC 51,NCC 51,Primary,Altice West,Optimum,Altice West,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 50.0M,$106.67
NCC 52,NCC 52,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NCC 52,NCC 52- B,Secondary,Metronet,Metronet,Metronet,Match,100,ARIN,Direct match with ARIN,100.0M x 100.0M,$109.95
NCC W00,NCC W00,Primary,Spectrum,,,No Match,0,,No match found,750.0M x 35.0M,$244.45
NCN 01,NCN 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,600.0M x 35.0M,$172.23
NCN 01,NCN 01- B,Secondary,Brightspeed,CenturyLink,Brightspeed,Match,100,ARIN (mapped),Mapped match with ARIN,100.0M x 100.0M,$189.99
NDG 01,NDG 01,Primary,Midcontinent,Midcontinent Communications,Midcontinent,Match,95,Notes,Direct match with notes,500.0M x 50.0M,$165.00
NEG 01,NEG 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NEG 01,NEG 01- B,Secondary,Allo Communications,Cogent Communications,Allo Communications,Match,95,Notes,Direct match with notes,1000.0M x 1000.0M,$227.00
NEL 01,NEL 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NEL 01,NEL 01- B,Secondary,Allo Communications,Allo Communications LLC,Customer Static IP Range at LNK02-OA01,Match,100,ARIN (mapped),Mapped match with ARIN,1000.0M x 1000.0M,$223.00
NEO 01,NEO 01,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NEO 01,NEO 01 -B,Secondary,Great Plains Communications,Great Plains Communications LLC,Great Plains Communications,Match,95,Notes,Direct match with notes,1000.0M x 300.0M,$399.95
NEO 03,NEO 03,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
