Site Name,Site ID,Circuit Purpose,DSR Provider,ARIN Provider,Notes Provider,Match Status,Match Score,Match Source,Match Reason,DSR Speed,DSR Cost
GAA 17,GAA 17 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAA 18,GAA 18- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
GAA 19,GAA 19,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,600.0M x 35.0M,$172.23
GAA 19,GAA 19 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
GAA 21,GAA 21- B,Secondary,"Comcast Cable Communications, LLC",AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
GAA 22,GAA 22,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
GAA 24,GAA 24,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
GAA 24,GAA 24 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAA 25,GAA 25- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
GAA 26,GAA 26,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
GAA 26,GAA 26 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAA 27,GAA 27- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
GAA 28,GAA 28- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAA 29,GAA 29,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
GAA 29,GAA 29- B,Secondary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
GAA 30,GAA 30- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
GAA 31,GAA 31,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
GAA 32,GAA 32,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
GAA 32,GAA 32 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAA 33,GAA 33,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
GAA 33,GAA 33 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
GAA 34,GAA 34,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,600.0M x 35.0M,$234.45
GAA 34,GAA 34 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
GAA 35,GAA 35,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
GAA 35,GAA 35 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
GAA 36,GAA 36,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$175.56
GAA 36,GAA 36 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
GAA 37,GAA 37,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
GAA 37,GAA 37 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAA 38,GAA 38,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
GAA 38,GAA 38 -B,Secondary,EB2-Hargray Cable,"Hargray Communications Group, Inc.",EB2-Hargray Cable,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$248.00
GAA 39,GAA 39,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
GAA 39,GAA 39 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAA 40,GAA 40,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
GAA 40,GAA 40 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAA 41,GAA 41,Primary,Comcast Workplace,Comcast,,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
GAA 42,GAA 42,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
GAA 43,,Primary,AT&T,AT&T,THE REINALT THOMAS GROUP,Match,100,ARIN,Direct match with ARIN,100.0M x 100.0M,$830.78
GAA 43,GAA 43,Primary,Spectrum,Charter Communications,Charter Communications LLC,Match,100,ARIN (mapped),Mapped match with ARIN,1000.0M x 50.0M,$350.00
GAA 44,GAA 44,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
GAA 44,GAA 44 -B,Secondary,EB2-Windstream Fiber,Windstream Communications LLC,EB2-Windstream Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$209.00
GAA 45,GAA 45,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom BOI,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),300.0M x 20.0M,$244.69
GAA 45,GAA 45 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
GAA 46,GAA 46,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,2000.0M x 2000.0M,$240.04
GAA 46,GAA 46- B,Secondary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom BOI,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
GAACALLCNTR,,Primary,AT&T,AT&T,AT&T,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,
GAACALLCNTR,,Secondary,Charter Communications,Charter Communications,Charter Communications,Match,100,ARIN,Direct match with ARIN,100.0M x 30.0M,
GAACALLCTR,GAACALLCTR,Primary,Spectrum,,,No Match,0,,No match found,750.0M x 35.0M,$244.45
GAACALLCTR,GAACALLCTR -B,Secondary,AT&T Broadband II,,,No Match,0,,No match found,300.0M x 300.0M,$105.01
GAA W00,,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
GAE 01,GAE 01,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
GAE 01,GAE 01 -B,Secondary,EB2-Hargray Cable,"Hargray Communications Group, Inc.",EB2-Hargray Cable,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$248.00
GAE 02,GAE 02,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
GAE 02,GAE 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAE 03,GAE 03,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
GAE 03,GAE 03 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAN 01,GAN 01,Primary,Comcast Workplace,Comcast,Comcast Cable Communications LLC,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
GAN 01,GAN 01 -B,Secondary,AT&T Broadband II,AT&T,Private Customer - AT&T Internet Services,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
GAS 01,GAS 01,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
GAS 01,GAS 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
IAC 01,IAC 01,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
IAC 01,IAC 01- B,Secondary,EB2-Lumen DSL,CenturyLink,EB2-Lumen DSL,Match,100,ARIN (mapped),Mapped match with ARIN,140.0M x 20.0M,$151.00
IAC 02,IAC 02,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
IAC 02,IAC 02- B,Secondary,ImOn Communications,ImOn Communications,ImOn Communications,Match,100,ARIN,Direct match with ARIN,100.0M x 100.0M,$199.99
IAD 01,IAD 01,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$338.30
IAD 01,IAD 01- B,Secondary,Metronet,Metronet,Metronet,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$139.95
IAD 02,IAD 02,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),300.0M x 20.0M,$255.56
IAD 02,IAD 02- B,Secondary,MetroNet,Metronet,MetroNet,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$289.95
IAD 03,IAD 03,Primary,EB2-Centurylink Fiber,CenturyLink,CLink Fiber,Match,100,ARIN,Direct match with ARIN,500.0M x 100.0M,$230.00
IAD 04,IAD 04,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
IAD 04,IAD 04- B,Secondary,Metronet,Metronet,Metronet,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$139.95
IAD 05,IAD 05,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom BOI,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
IAD 05,IAD 05 -B,Secondary,Metronet,Metronet,Metronet,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$149.95
IAF 01,IAF 01,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),300.0M x 20.0M,$244.69
IAF 01,IAF 01- B,Secondary,Fort Dodge Fiber,Fort Dodge Fiber,Fort Dodge Fiber,Match,100,ARIN,Direct match with ARIN,250.0M x 250.0M,$125.00
IAI 01,IAI 01,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
IAI 01,IAI 01 -B,Secondary,Metronet,Metronet,Metronet,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$149.95
IAN 01,IAN 01,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom,Match,95,Notes,Direct match with notes,1000.0M x 30.0M,$353.34
IAN 01,IAN 01 -B,Secondary,Cedar Falls Utilities,"The Municipal Communications Utility of the City of Cedar Falls, Iowa",Cedar Falls,Match,100,Notes (fuzzy),Fuzzy match with notes (100%),1000.0M x 1000.0M,$92.50
IAN 02,IAN 02,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
IAN 02,IAN 02,Secondary,Century Link/Qwest,CenturyLink,CenturyLink,Match,96,ARIN (fuzzy),Fuzzy match with ARIN (96%),100.0M x 10.0M,$189.99
IAN 03,IAN 03,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
IAQ 01,IAQ 01,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom,Match,95,Notes,Direct match with notes,300.0M x 20.0M,$255.56
IAQ 02,IAQ 02,Primary,Mediacom/BOI,Mediacom Communications Corporation,Mediacom Communications Corporation,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),1000.0M x 30.0M,$353.34
IAQ 02,IAQ 02 -B,Secondary,MetroNet,DVNPIAAAG03 public /32 pools,MetroNet,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$129.95
IAS 01,IAS 01,Primary,Sparklight,"CABLE ONE, INC.",Sparklight,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$248.75
IAS 01,IAS 01- B,Secondary,MetroNet,Metronet,MetroNet,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$269.95
IDB 01,IDB 01,Primary,Cable One ,"Cable One, Inc.",Cable One,Match,95,Notes,Direct match with notes,300.0M x 50.0M,$229.99
IDB 01,IDB 01- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$128.00
IDB 03,IDB 03,Primary,EB2-CableOne Cable,"CABLE ONE, INC.",EB2-CableOne Cable,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$335.00
IDB 03,IDB 03- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$128.00
IDB 04,IDB 04,Primary,CenturyLink Fiber Plus,CenturyLink,CenturyLink Fiber Plus,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$529.00
IDB 04,IDB 04 -B,Secondary,EB2-CableOne Cable,"CABLE ONE, INC.",EB2-CableOne Cable,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$335.00
IDB 05,IDB 05,Primary,EB2-CableOne Cable,"CABLE ONE, INC.",EB2-CableOne Cable,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$335.00
IDB 05,IDB 05- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,$128.00
IDB 06,IDB 06,Primary,EB2-CableOne Cable,"CABLE ONE, INC.",EB2-CableOne Cable,Match,95,Notes,Direct match with notes,300.0M x 50.0M,$337.00
IDB 06,IDB 06 -B,Secondary,Direct Communications,Direct Communications Cable LLC,Direct Communications,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$184.95
IDB 07,IDB 07,Primary,EB2-CableOne Cable,"CABLE ONE, INC.",EB2-CableOne Cable,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$335.00
IDB 07,IDB 07- B,Secondary,EB2-Centurylink DSL,CenturyLink,EB2-Centurylink DSL,Match,100,ARIN,Direct match with ARIN,80.0M x 10.0M,$128.00
IDN 01,IDN 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
IDN 01,IDN 01 -B,Secondary,EB2-Ziply Fiber,Ziply Fiber,EB2-Ziply Fiber,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$168.00
ILC_00,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
ILC_00,,Secondary,AT&T,AT&T,AT&T,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,
ILC00,ILC00,Primary,Comcast Workplace,,,No Match,0,,No match found,300.0M x 30.0M,$175.56
ILC00,ILC00 -B,Secondary,AT&T Broadband II,,,No Match,0,,No match found,300.0M x 300.0M,$105.01
ILC 01,ILC 01- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
ILC 02,ILC 02- B,Secondary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 03,ILC 03,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
ILC 03,ILC 03- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
ILC 04,ILC 04- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$150.00
ILC 05,ILC 05,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 05,ILC 05 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILC 06,ILC 06- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
ILC 07,ILC 07,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,600.0M x 35.0M,$234.45
ILC 07,ILC 07- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
ILC 08,ILC 08,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,600.0M x 35.0M,$234.45
ILC 08,ILC 08 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILC 09,ILC 09- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
ILC 11,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 35.0M,
ILC 12,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 35.0M,
ILC 13,ILC 13,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 14,ILC 14,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 14,ILC 14 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILC 15,ILC 15- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
ILC 16,ILC 16,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 17,ILC 17,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 17,ILC 17 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
ILC 18,ILC 18- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
ILC 19,ILC 19- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
ILC 21,ILC 21,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
ILC 21,ILC 21 -B,Secondary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
ILC 22,ILC 22,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 22,ILC 22 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
ILC 24,ILC 24- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
ILC 25,ILC 25,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 25,ILC 25 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILC 27,ILC 27,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 27,ILC 27 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILC 29,ILC 29- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
ILC 30,ILC 30,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 30,ILC 30 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILC 31,ILC 31- B,Secondary,Comcast Workplace,345200 DUNKIN DONUTS,Comcast Workplace,Match,95,Notes,Direct match with notes,750.0M x 35.0M,$234.45
ILC 32,ILC 32,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 32,ILC 32 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILC 33,ILC 33,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
ILC 34,ILC 34,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILC 34,ILC 34 -B,Secondary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,250.0M x 25.0M,$134.45
ILC 35,ILC 35,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 35,ILC 35 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILC 36,ILC 36,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
ILC 36,ILC 36 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILC 37,ILC 37,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILC 37,ILC 37 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
ILP 01,ILP 01- B,Secondary,i3 Broadband,i3Broadband,i3 Broadband,Match,95,Notes,Direct match with notes,250.0M x 250.0M,$129.99
ILR 01,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,600.0M x 35.0M,
ILR01,ILR01,Primary,Comcast Workplace,,,No Match,0,,No match found,750.0M x 35.0M,$234.45
ILR 02,ILR 02,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 25.0M,$186.18
ILS 01,ILS 01,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
ILS 01,ILS 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
ILW 01,ILW 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,600.0M x 35.0M,$172.23
ILW 01,ILW 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
ILW 02,ILW 02,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
ILW 02,ILW 02- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
