site_name,csv_site_id,csv_circuit_purpose,csv_provider,csv_speed,csv_monthly_cost,csv_ip_address,db_site_id,db_circuit_purpose,db_provider,db_speed,db_cost,db_ip,db_status,data_source,meraki_network_exists,has_discount_tire_tag,meraki_wan1_provider,meraki_wan1_speed,meraki_wan1_cost,meraki_wan1_ip,meraki_wan2_provider,meraki_wan2_speed,meraki_wan2_cost,meraki_wan2_ip,exclusion_reason,provider_match_status,would_get_dsr_badge
FLJ 02,FLJ 02 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,76.250.234.65,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 03,FLJ 03,,Comcast Workplace,300.0M x 30.0M,175.56,50.184.244.137,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 03,FLJ 03 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,108.231.209.217,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 05,FLJ 05,,Comcast Workplace,300.0M x 30.0M,175.56,50.184.244.141,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 05,FLJ 05 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.48.126.249,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 06,FLJ 06,,Comcast Workplace,600.0M x 35.0M,234.45,96.65.55.85,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 06,FLJ 06- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,76.237.130.241,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 07,FLJ 07,,Comcast Workplace,600.0M x 35.0M,234.45,50.215.195.161,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 07,FLJ 07 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.189.160.121,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 09,FLJ 09,,Comcast Workplace,300.0M x 30.0M,175.56,173.8.36.41,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 09,FLJ 09 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,99.27.29.17,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 10,FLJ 10,,Comcast Workplace,600.0M x 35.0M,234.45,96.71.98.25,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 10,FLJ 10 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,76.250.236.129,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 11,FLJ 11,,AT&T Broadband II,500.0M x 100.0M,215.02,99.14.160.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 12,FLJ 12,,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.27.27.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLJ 12,FLJ 12-B,,Comcast Workplace,600.0M x 35.0M,234.45,74.93.175.77,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLM 01,FLM 01,,Spectrum,600.0M x 35.0M,244.45,75.112.40.218,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLM 01,FLM 01 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,162.239.27.17,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLM 02,FLM 02,,Spectrum,600.0M x 35.0M,244.45,71.41.210.34,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLM 02,FLM 02 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,75.49.166.185,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 01,FLO 01,,Spectrum,600.0M x 35.0M,172.23,75.112.41.254,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 02,FLO 02,,Spectrum,600.0M x 35.0M,172.23,75.112.39.62,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 03,FLO 03,,Spectrum,600.0M x 35.0M,244.45,71.41.117.78,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 03,FLO 03 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,68.95.180.81,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 04,FLO 04,,Spectrum,600.0M x 35.0M,244.45,45.3.143.186,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 04,FLO 04 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,67.38.47.161,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 05,FLO 05,,Spectrum,600.0M x 35.0M,244.45,45.3.171.18,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 06,FLO 06,,Spectrum,600.0M x 35.0M,172.23,97.68.34.70,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 06,FLO 06 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,108.84.88.65,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 07,FLO 07,,Spectrum,600.0M x 35.0M,244.45,45.3.130.82,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 07,FLO 07 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,172.2.223.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 08,FLO 08,,Spectrum,600.0M x 35.0M,244.45,131.148.46.74,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 09,FLO 09,,Spectrum,600.0M x 35.0M,244.45,131.148.26.138,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 10,FLO 10,,Spectrum,600.0M x 35.0M,244.45,71.41.79.238,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 11,FLO 11,,Comcast Workplace,600.0M x 35.0M,234.45,96.94.20.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 12,FLO 12,,Spectrum,600.0M x 35.0M,172.23,97.68.106.46,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 12,FLO 12 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,45.27.249.129,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 13,FLO 13,,Spectrum,600.0M x 35.0M,172.23,97.68.93.114,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 14,FLO 14,,AT&T Broadband II,1000.0M x 200.0M,165.0,99.25.86.105,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 14,FLO 14- B,,Spectrum,600.0M x 35.0M,172.23,97.71.128.178,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 15,FLO 15,,AT&T Broadband II,1000.0M x 1000.0M,165.01,68.95.178.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 15,FLO 15- B,,Spectrum,600.0M x 35.0M,172.23,71.42.61.162,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLO 16,FLO 16,,Spectrum,600.0M x 35.0M,172.23,144.129.80.126,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLP 01,FLP 01,,Cox Business/BOI,300.0M x 30.0M,266.67,174.76.192.26,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLP 01,FLP 01- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.106.185.17,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLP 02,FLP 02,,AT&T Broadband II,200.0M x 200.0M,105.0,162.233.215.49,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLP 03,FLP 03,,Mediacom/BOI,300.0M x 20.0M,244.69,72.255.76.90,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLP 03,FLP 03 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.61.207.1,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLP 04,FLP 04,,Cox Business/BOI,300.0M x 30.0M,266.67,98.191.245.201,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLP 04,FLP 04 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,162.233.210.113,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLS 01,FLS 01,,Comcast Workplace,300.0M x 30.0M,175.56,96.64.172.49,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLS 01,FLS 01 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,107.131.180.145,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLS 02,FLS 02,,Comcast Workplace,600.0M x 35.0M,234.45,23.24.160.5,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLS 03,FLS 03,,Comcast Workplace,600.0M x 35.0M,234.45,173.9.149.9,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLS 03,FLS 03 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,76.221.191.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLS 04,FLS 04,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.223.229.225,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLS 04,FLS 04 -B,,Comcast Workplace,300.0M x 30.0M,175.56,71.27.217.245,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLT 01,FLT 01- B,,MetroNet,300.0M x 300.0M,129.95,46.110.99.217,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
FLT 02,FLT 02- B,,MetroNet,300.0M x 300.0M,129.95,46.110.100.229,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 00,GAA 00,,AT&T Broadband II,1000.0M x 1000.0M,165.01,64.109.201.225,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 00,GAA 00 -B,,Comcast Workplace,600.0M x 35.0M,234.45,173.15.209.109,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 01,GAA 01- B,,AT&T Broadband II,300.0M x 300.0M,105.01,75.52.168.161,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 03,GAA 03,,Comcast Workplace,250.0M x 25.0M,186.18,96.77.72.189,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 03,GAA 03 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.34.24.241,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 05,GAA 05- B,,AT&T Broadband II,300.0M x 300.0M,105.01,75.52.170.49,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 06,GAA 06,,Comcast Workplace,600.0M x 35.0M,234.45,96.93.161.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 06,GAA 06 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,162.230.152.9,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 07,GAA 07,,Spectrum,600.0M x 35.0M,172.23,24.178.75.226,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 08,GAA 08,,Comcast Workplace,600.0M x 35.0M,234.45,96.87.236.113,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 08,GAA 08 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,162.205.237.113,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 10,GAA 10- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.195.253.1,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 11,GAA 11,,Spectrum,600.0M x 35.0M,244.45,75.141.179.26,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 11,GAA 11 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,172.124.120.201,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 12,GAA 12- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.188.254.185,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 13,GAA 13- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,76.216.69.1,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 14,GAA 14- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.130.209.169,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 15,GAA 15- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.205.233.145,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 17,GAA 17,,Spectrum,600.0M x 35.0M,244.45,47.46.129.106,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 17,GAA 17 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,107.133.226.177,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 18,GAA 18- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.130.210.65,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 19,GAA 19,,Spectrum,600.0M x 35.0M,172.23,96.38.200.190,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 19,GAA 19 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,75.33.170.97,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 21,GAA 21- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.209.103.225,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 22,GAA 22,,Cox Business/BOI,300.0M x 30.0M,266.67,184.176.62.247,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 24,GAA 24,,Spectrum,600.0M x 35.0M,172.23,71.85.69.170,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 24,GAA 24 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,68.72.136.193,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 25,GAA 25- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.235.81.185,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 26,GAA 26,,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.183.137,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 26,GAA 26 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,162.205.235.113,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 27,GAA 27- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.235.50.185,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 28,GAA 28- B,,AT&T Broadband II,300.0M x 300.0M,105.01,99.8.195.153,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 29,GAA 29,,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.180.210.185,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 29,GAA 29-B,,Comcast Workplace,300.0M x 30.0M,175.56,64.139.67.233,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 30,GAA 30- B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.216.87.73,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 31,GAA 31,,Spectrum,600.0M x 35.0M,244.45,47.46.148.246,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 32,GAA 32,,Comcast Workplace,300.0M x 30.0M,175.56,96.91.136.237,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 32,GAA 32 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.61.89.193,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 33,GAA 33,,Comcast Workplace,250.0M x 25.0M,186.18,96.73.212.193,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 33,GAA 33 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.230.155.225,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 34,GAA 34,,Comcast Workplace,600.0M x 35.0M,234.45,96.89.79.69,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 34,GAA 34 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.209.98.49,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
GAA 35,GAA 35,,Comcast Workplace,600.0M x 35.0M,234.45,50.248.240.73,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
