site,hostname,ip_address,position,model,serial_number,port_location,vendor,notes
AZ-Alameda-DC,,,Module,C3900-SPE150/K9,FOC14304JQL,Cisco Services Performance Engine 150 for Cisco 3900 ISR on Slot 0,,
AZ-Alameda-DC,,,Module,PVDM3-256,FOC17440HHQ,PVDM3 DSP DIMM with 256 Channels on Slot 0 SubSlot 4,,
AZ-Alameda-DC,svxgw3.dtc_phx.com,10.101.99.200,Standalone,CISCO3945-CHASSIS,FTX1434A166,,,
AZ-Alameda-DC,,,Module,C3900-SPE150/K9,FOC14304KEK,Cisco Services Performance Engine 150 for Cisco 3900 ISR on Slot 0,,
AZ-Alameda-DC,,,Module,PVDM3-64,FOC143221FG,PVDM3 DSP DIMM with 64 Channels on Slot 0 SubSlot 4,,
AZ-Alameda-DC,svxgw4.dtc_phx.com,10.101.99.201,Standalone,CISCO3945-CHASSIS,FTX1434A169,,,
AZ-Alameda-DC,,,Module,C3900-SPE150/K9,FOC14300RQW,Cisco Services Performance Engine 150 for Cisco 3900 ISR on Slot 0,,
AZ-Alameda-DC,,,Module,PVDM3-64,FOC16347YRK,PVDM3 DSP DIMM with 64 Channels on Slot 0 SubSlot 4,,
AZ-Alameda-DC,AL-5000-01,10.101.145.125,Parent Switch,N5K-C5010P-BF,SSI14120T8P,,Cisco,
AZ-Alameda-DC,,,FEX-105,N2K-C2248TP-1GE,SSI141109BL,Fex-105 Nexus2248 Chassis,Cisco,
AZ-Alameda-DC,,,FEX-106,N2K-C2248TP-1GE,SSI141302GP,Fex-106 Nexus2248 Chassis,Cisco,
AZ-Alameda-DC,,,Module,N2K-C2248TP-1GE,JAF1415CKKF,"Fex-105 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1",,
AZ-Alameda-DC,,,Module,N2K-C2248TP-1GE,JAF1416BLFJ,"Fex-106 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1",,
AZ-Alameda-DC,,,SFP,N5K-C5010P-BF,JAF1417AFMD,20 port 10GE SFP+/Supervisor in Fixed Module-1,,
AZ-Alameda-DC,AL-5000-02,10.101.145.126,Parent Switch,N5K-C5010P-BF,SSI14150MJB,,Cisco,
AZ-Alameda-DC,,,SFP,N5K-C5010P-BF,JAF1417DCKR,20 port 10GE SFP+/Supervisor in Fixed Module-1,,
AZ-Alameda-DC,AL-7000-01-CORE,10.101.255.244,Standalone,N7K-C7010,TBM13205522,,Cisco,"VDCs: ADMIN, CORE, EDGE, PCI"
AZ-Alameda-DC,,,Module,N7K-F312FQ-25,JAE191207AL,10/40 Gbps Ethernet Module,,
AZ-Alameda-DC,,,Module,N7K-SUP2E,JAE19150EWX,Supervisor Module-2,,
AZ-Alameda-DC,,,Module,N7K-SUP2E,JAE1914000P,Supervisor Module-2,,
AZ-Alameda-DC,,,Module,N7K-F312FQ-25,JAE191208KP,10/40 Gbps Ethernet Module,,
AZ-Alameda-DC,,,Module,N7K-F312FQ-25,JAE19100085,10/40 Gbps Ethernet Module,,
AZ-Alameda-DC,,,Module,N7K-F248XP-25E,JAE1915099A,1/10 Gbps Ethernet Module,,
AZ-Alameda-DC,,,Module,N7K-F248XP-25E,JAE191509BS,1/10 Gbps Ethernet Module,,
AZ-Alameda-DC,,,Module,N7K-C7010-FAB-2,JAF1903ACJP,Fabric card module,,
AZ-Alameda-DC,,,Module,N7K-C7010-FAB-2,JAF1903ACJH,Fabric card module,,
AZ-Alameda-DC,,,Module,N7K-C7010-FAB-2,JAF1903ACNF,Fabric card module,,
AZ-Alameda-DC,,,Module,N7K-C7010-FAB-2,JAF1903ACKC,Fabric card module,,
AZ-Alameda-DC,,,Module,N7K-C7010-FAB-2,JAF1903ACPD,Fabric card module,,
AZ-Alameda-DC,,,SFP,QSFP-40G-SR4,JFQ202020FW,Transceiver(slot:1-port:1),,
AZ-Alameda-DC,,,SFP,QSFP-40G-SR-BD,AVM1843U62H,Transceiver(slot:1-port:2),,
AZ-Alameda-DC,,,SFP,QSFP-40G-SR4,AVP2018S0CC,Transceiver(slot:1-port:3),,
AZ-Alameda-DC,,,SFP,QSFP-40G-SR4,JFQ202020QX,Transceiver(slot:1-port:5),,
AZ-Alameda-DC,,,SFP,QSFP-40G-SR4,JFQ202120B3,Transceiver(slot:1-port:7),,
AZ-Alameda-DC,,,SFP,QSFP-40G-SR4,JFQ2017208S,Transceiver(slot:1-port:9),,
AZ-Alameda-DC,,,SFP,QSFP-40G-SR4,JFQ2021203P,Transceiver(slot:1-port:11),,
AZ-Alameda-DC,,,SFP,QSFP-40G-SR-BD,AVM1842U6C6,Transceiver(slot:7-port:1),,
AZ-Alameda-DC,,,SFP,QSFP-40G-SR-BD,AVM1842U5VL,Transceiver(slot:7-port:2),,
AZ-Alameda-DC,,,SFP,QSFP-40G-SR-BD,AVM1842U5VY,Transceiver(slot:7-port:3),,
Equinix-Seattle,EQX-EXT-93180-01,10.44.158.11,Standalone,N9K-C93180YC-FX-24,FDO25240WAU,,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL1411047R,Transceiver(slot:1-port:1),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133104WM,Transceiver(slot:1-port:2),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102NV,Transceiver(slot:1-port:3),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL1412005J,Transceiver(slot:1-port:4),,
Equinix-Seattle,,,SFP,QSFP-100G-AOC5M,DTS2508C418-B,Transceiver(slot:1-port:49),,
Equinix-Seattle,,,SFP,QSFP-100G-AOC5M,DTS2508C415-B,Transceiver(slot:1-port:50),,
Equinix-Seattle,EQX-EXT-93180-02,10.44.158.12,Standalone,N9K-C93180YC-FX-24,FDO25240WAV,,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL1411047W,Transceiver(slot:1-port:1),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102PH,Transceiver(slot:1-port:2),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102R1,Transceiver(slot:1-port:3),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133101PY,Transceiver(slot:1-port:4),,
Equinix-Seattle,,,SFP,QSFP-100G-AOC5M,DTS2508C418-A,Transceiver(slot:1-port:49),,
Equinix-Seattle,,,SFP,QSFP-100G-AOC5M,DTS2508C415-A,Transceiver(slot:1-port:50),,
Equinix-Seattle,EQX-INT-93180-01,10.44.158.21,Standalone,N9K-C93180YC-FX-24,FDO25240WCG,,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133100KY,Transceiver(slot:1-port:1),,
Equinix-Seattle,,,SFP,SFP-10G-SR,SPC141103C1,Transceiver(slot:1-port:2),,
Equinix-Seattle,,,SFP,SFP-10G-SR,SPC141103MK,Transceiver(slot:1-port:3),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102QT,Transceiver(slot:1-port:4),,
Equinix-Seattle,,,SFP,SFP-10G-SR,SPC141101U5,Transceiver(slot:1-port:5),,
Equinix-Seattle,,,SFP,SFP-10G-SR,SPC141103D8,Transceiver(slot:1-port:6),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL1331020J,Transceiver(slot:1-port:7),,
Equinix-Seattle,,,SFP,SFP-10G-SR,JUR19130ZRC,Transceiver(slot:1-port:8),,
Equinix-Seattle,,,SFP,SFP-10G-SR,SPC14110344,Transceiver(slot:1-port:9),,
Equinix-Seattle,,,SFP,SFP-10G-SR,JUR191310JJ,Transceiver(slot:1-port:10),,
Equinix-Seattle,EQX-INT-93180-02,10.44.158.22,Standalone,N9K-C93180YC-FX-24,FDO25240WBE,,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL141104J4,Transceiver(slot:1-port:1),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL141104JG,Transceiver(slot:1-port:2),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133101ZT,Transceiver(slot:1-port:3),,
Equinix-Seattle,,,SFP,SFP-10G-SR,SPC141103EF,Transceiver(slot:1-port:4),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL1412005H,Transceiver(slot:1-port:5),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102N3,Transceiver(slot:1-port:6),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102NC,Transceiver(slot:1-port:7),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL1330037G,Transceiver(slot:1-port:8),,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102SS,Transceiver(slot:1-port:9),,
Equinix-Seattle,,,SFP,SFP-10G-SR,SPC141101UB,Transceiver(slot:1-port:10),,
Equinix-Seattle,EQX-CldTrst-8500-01,10.44.158.41,Standalone,C8500-12X,TTM251909CU,,,
Equinix-Seattle,,,Module,C8500-12X,JAE25230UM7,module R0,,
Equinix-Seattle,,,SFP,12xSFP+,JAE12345678,SPA subslot 0/0,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102SU,subslot 0/0 transceiver 0,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133101VH,subslot 0/0 transceiver 1,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL141104EJ,subslot 0/0 transceiver 2,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL1412010X,subslot 0/0 transceiver 3,,
Equinix-Seattle,,,SFP,SFP-10G-LR,FNS16260CQA,subslot 0/0 transceiver 10,,
Equinix-Seattle,,,SFP,SFP-10G-LR,FNS161209Z0,subslot 0/0 transceiver 11,,
Equinix-Seattle,EQX-CldTrst-8500-02,10.44.158.42,Standalone,C8500-12X,TTM251909E9,,,
Equinix-Seattle,,,Module,C8500-12X,JAE25230UM5,module R0,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102LL,subslot 0/0 transceiver 0,,
Equinix-Seattle,,,SFP,SFP-10G-SR,AGD133430T4,subslot 0/0 transceiver 1,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102LP,subslot 0/0 transceiver 2,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102LV,subslot 0/0 transceiver 3,,
Equinix-Seattle,,,SFP,SFP-10G-LR,FNS23090Z73,subslot 0/0 transceiver 10,,
Equinix-Seattle,,,SFP,SFP-10G-LR,FNS1610116S,subslot 0/0 transceiver 11,,
Equinix-Seattle,EQX-EdgeDIA-8300-01,10.44.158.51,Standalone,C8300-2N2S-4T2X,FLM2528110Y,,,
Equinix-Seattle,,,Module,C-NIM-1X,FDO2523055D,NIM subslot 0/1,,
Equinix-Seattle,,,Module,C8300-2N2S-4T2X,FDO25250DEH,module R0,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL1330037X,subslot 0/0 transceiver 4,,
Equinix-Seattle,,,SFP,SFP-10G-SR,FNS25080DNP,subslot 0/0 transceiver 5,,
Equinix-Seattle,,,SFP,SFP-10G-LR,FNS161209BC,subslot 0/1 transceiver 0,,
Equinix-Seattle,EQX-EdgeDIA-8300-02,10.44.158.52,Standalone,C8300-2N2S-4T2X,FLM252911Q5,,,
Equinix-Seattle,,,Module,C-NIM-1X,FDO25280CUV,NIM subslot 0/1,,
Equinix-Seattle,,,Module,C8300-2N2S-4T2X,FDO2522110J,module R0,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102S6,subslot 0/0 transceiver 4,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133100KB,subslot 0/0 transceiver 5,,
Equinix-Seattle,,,SFP,SFP-10G-LR,FNS161209U2,subslot 0/1 transceiver 0,,
Equinix-Seattle,EQX-MPLS-8300-01,10.44.158.61,Standalone,C8300-2N2S-4T2X,FLM2528110Z,,,
Equinix-Seattle,,,Module,C-NIM-1X,FDO2523054G,NIM subslot 0/1,,
Equinix-Seattle,,,Module,NIM-1MFT-T1/E1,FOC19416A4L,NIM subslot 0/2,,
Equinix-Seattle,,,Module,C8300-2N2S-4T2X,FDO25250DD8,module R0,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133101NZ,subslot 0/0 transceiver 4,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133101UP,subslot 0/0 transceiver 5,,
Equinix-Seattle,,,SFP,SFP-GE-L,FNS140804XN,subslot 0/1 transceiver 0,,
Equinix-Seattle,EQX-MPLS-8300-02,10.44.158.62,Standalone,C8300-2N2S-4T2X,FLM2528110X,,,
Equinix-Seattle,,,Module,C-NIM-1X,FDO25280CUL,NIM subslot 0/1,,
Equinix-Seattle,,,Module,NIM-1MFT-T1/E1,FOC19431F3G,NIM subslot 0/2,,
Equinix-Seattle,,,Module,C8300-2N2S-4T2X,FDO25250DDX,module R0,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133102N6,subslot 0/0 transceiver 4,,
Equinix-Seattle,,,SFP,SFP-10G-SR,ECL133101VJ,subslot 0/0 transceiver 5,,
Equinix-Seattle,,,SFP,SFP-GE-L,FNS13290R87,subslot 0/1 transceiver 0,,
AZ-Desert-Ridge,Floater-2960-48-QA2.dtc_phx.com,10.41.3.33,Standalone,WS-C2960-48TT-L,FCQ1547X3A6,,,
