id,network_name,device_tags,wan1_provider,wan1_speed,wan1_circuit_role,wan1_confirmed,wan2_provider,wan2_speed,wan2_circuit_role,wan2_confirmed,last_updated,created_at,pushed_to_meraki,pushed_date,wan1_ip,wan2_ip,wan1_arin_org,wan2_arin_org
26116,TXH 48,,Optimum,500.0M x 50.0M,Primary,True,AT&T Cell,cell,Secondary,True,2025-07-10 13:16:48.861946,2025-07-07 09:50:02.793660,False,,,,,
25239,CAN 61,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Comcast Workplace,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25262,CAS 17,,Cox Business/BOI,300.0M x 30.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25338,COG 03,,Spectrum,600.0M x 35.0M,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25339,CON 02,,Comcast Workplace,250.0M x 25.0M,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26092,TXH 16,,Comcast Workplace,600.0M x 35.0M,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26122,TXH 54,,Comcast Workplace,600.0M x 35.0M,Primary,True,Starlink,Satellite,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26112,TXH 43,,"AT&T Enterprises, LLC",500.0M x 50.0M,Primary,True,Optimum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25322,COD 28,,Comcast Workplace,1000.0M x 35.0M,Primary,True,AT&T,20.0 M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26619,Corporate Store0,['Vision'],Corporate Store 0 Replica requested by Paul Higel Located in Endpoint Room Named MAR_01 in AD TEST STORE,,Primary,False,Unknown,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 10:54:59.444946,False,,,,,
25354,Desert Ridge Building I Security,,,,Primary,False,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25510,ILC 41,,"Comcast Cable Communications, LLC",,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25317,COD 23,,Comcast,300.0M x 35.0M,Primary,True,EB2-Lumen DSL,100.0M x 10.0M,Secondary,True,2025-07-09 15:04:48.239555,2025-07-07 09:50:02.793660,True,2025-07-09 15:04:48.239555,,,,
25516,ILP 01,,i3 Broadband,250.0M x 250.0M,Primary,True,Starlink,Satellite,Secondary,True,2025-07-09 15:59:20.282672,2025-07-07 09:50:02.793660,True,2025-07-09 15:59:20.282672,,,,
25144,CAL 03,,GTT Ethernet,200.0M x 200.0M,Primary,True,AT&T Cell,Cell,Secondary,True,2025-07-10 13:22:39.168204,2025-07-07 09:50:02.793660,True,2025-07-10 13:22:39.168204,,,,
25527,INF 01,,Comcast,300.0M x 30.0M,Primary,True,AT&T Cell,Cell,Secondary,True,2025-07-10 13:57:14.604530,2025-07-07 09:50:02.793660,True,2025-07-10 13:57:14.604530,,,,
25123,AZP 61,,Cox Business/BOI,200.0M x 20.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25130,AZT 03,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25138,AZT 14,,Cox Business/BOI,300.0M x 30.0M,Primary,True,"Login, Inc.",100.0M x 20.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25139,AZY 01,,Spectrum,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25151,CAL 10,,Spectrum,600.0M x 35.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25158,CAL 18,,Spectrum,600.0M x 35.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25301,COD 05,,Comcast Workplace,600.0M x 35.0M,Primary,True,Comcast Workplace,750.0 M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25306,COD 10,,Comcast Workplace,300.0M x 30.0M,Primary,True,Comcast Workplace,500.0 M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25308,COD 13,,Comcast,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25315,COD 21,,Comcast Workplace,300.0M x 30.0M,Primary,True,CenturyLink/Qwest,40.0M x 5.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25319,COD 25,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Centurylink DSL,140.0M x 20.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25320,COD 26,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Centurylink DSL,80.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25326,COD 32,,Comcast Workplace,300.0M x 30.0M,Primary,True,CenturyLink/Qwest,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25070,AZP 01,,Cox Business/BOI,300.0M x 30.0M,Primary,False,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25383,FLO 08,,Spectrum,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25385,FLO 10,,Spectrum,600.0M x 35.0M,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25524,INC 03,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26146,TXH 79,,Comcast Workplace,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26142,TXH 74,,Optimum,500.0M x 50.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25407,GAA 03,,Private Customer - AT&T Internet Services,250.0M x 25.0M,Primary,True,"Comcast Cable Communications, LLC",1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25440,GAA 41,,Comcast Workplace,250.0M x 25.0M,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25442,GAA 43,,AT&T,,Primary,True,Spectrum,1000.0M x 50.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-10 13:36:49.584170,,,,
25451,GAN 01,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25543,INI 14,,Comcast Workplace,600.0M x 35.0M,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25156,CAL 15,,Spectrum,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25159,CAL 19,,AT&T Broadband II,1000.0M x 200.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25540,INI 10,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25403,FP-DAL-OOBMGMT-01,,Unknown,,Primary,True,Unknown,,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25404,FP-DAL-OOBMGMT-02,,Unknown,,Primary,True,Unknown,,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25362,Flight Department,,Cox Communications Inc.,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
26867,LAB 04,['Discount-Tire'],: AT&T Broadband II,1000.0M x 1000.0M,Primary,False,,,Secondary,False,2025-07-07 11:46:54.544083,2025-07-07 10:54:59.444946,False,,,,,
25578,MIA 17,,D & P Communications,1000.0 M,Primary,True,Comcast,1000.0M x 500.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25278,CAS 36,,Spectrum,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25377,FLO 02,,Spectrum,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25574,LAS 03,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-10 13:40:02.038067,,,,
25579,MIAC02,,AT&T Broadband II,1000.0M x 200.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25581,MID 01,,Spectrum,600.0M x 35.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25453,HPL_00,,This is a one man office for Todd Richards.,,Primary,True,Unknown,,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25147,CAL 06,,Spectrum,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25152,CAL 11,,Cox Business/BOI,300.0M x 30.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25153,CAL 12,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25598,MID 23,,Comcast Workplace,600.0M x 35.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25622,MIL 11,,Comcast Workplace,250.0M x 25.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-10 13:59:32.835764,,,,
25624,MIL 28,,Comcast Direct,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25626,MIN 01,,Spectrum,300.0M x 20.0M,Primary,True,Accelerated 6335-MX SN 6335011175511770,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-10 13:59:57.491017,,,,
25646,MNM 14,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25649,MNM 17,,Comcast Workplace,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25650,MNM 18,,Comcast Workplace,600.0M x 35.0M,Primary,True,Accelerated,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25658,MNM 26,,Comcast Workplace,600.0M x 35.0M,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25651,MNM 19,,DSR MetroNet Fiber,300.0M x 300.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25677,MOS 02,,AT&T Broadband II,300.0M x 300.0M,Primary,True,AT&T,20.0M x 20.0M,Secondary,True,2025-07-10 19:43:28.589236,2025-07-07 09:50:02.793660,True,2025-07-10 19:43:28.589236,,,,
26293,WAS 25,,,,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 13:16:48.861946,2025-07-07 09:50:02.793660,False,,,,,
25353,Desert Ridge,,Cox Network 500 Circuit ID 23.HMXX.126497 Acct 2318296-02 AT&T ADI,100.0 M,Primary,True,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25500,ILC 28,,Comcast,300.0M x 30.0M,Primary,True,AT&T Cell,Cell,Secondary,True,2025-07-10 13:57:53.002512,2025-07-07 09:50:02.793660,True,2025-07-10 13:57:53.002512,,,,
25282,CAS 40,,Frontier,,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25289,CAS 47,,AT&T Broadband II,1000.0M x 200.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25653,MNM 21,,Comcast Workplace,250.0M x 25.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25707,NCC 14,,Spectrum,600.0M x 35.0M,Primary,False,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25511,ILC 42,,Oswego Static /32,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25512,ILC 43,,"Comcast Cable Communications, LLC",,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25513,ILC 44,,Static pool - Cinergy MetroNet,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25514,ILC 45,,"Comcast Cable Communications, LLC",,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25772,NVL_00,,Cox Communications,,Primary,True,Digi,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25546,INI W01,,"Comcast Cable Communications, LLC",,Primary,True,Private Customer - AT&T Internet Services,,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25528,INF 02,,Comcast,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 13:58:25.463012,2025-07-07 09:50:02.793660,True,2025-07-10 13:58:25.463012,,,,
25169,CAL 33,,Comcast Workplace,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25283,CAS 41,,Frontier,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-07 11:09:27.460990,,,,
25288,CAS 46,,AT&T,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25297,COD 01,,Comcast,,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25298,COD 02,,Comcast Workplace,250.0M x 25.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25303,COD 07,,Comcast Workplace,250.0M x 25.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25307,COD 11,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25356,FLD 02,,Spectrum,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25358,FLF 01,,Comcast Workplace,600.0M x 35.0M,Primary,True,Starlink,Satellite,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-09 16:03:27.107277,,,,
25661,MNM 31,,Comcast Workplace,300.0M x 30.0M,Primary,True,,,Secondary,False,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25682,MOS 07,,AT&T Broadband II,1000.0M x 200.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25684,MOS 09,,Spectrum,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25685,MOS 10,,Spectrum,600.0M x 35.0M,Primary,True,Starlink,Satellite,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25726,NCC 38,,MetroNet,1000.0 M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 18:58:22.643651,2025-07-07 09:50:02.793660,False,,,,,
25737,NCC 51,,Altice West,100.0M x 10.0M,Primary,True,Starlink,Satellite,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25754,NMA 05,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25736,NCC 48,,Brightspeed,300.0 M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 18:58:22.643786,2025-07-07 09:50:02.793660,False,,,,,
25037,ALB 03,,Spectrum,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25073,AZP 07,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25305,COD 09,,Comcast,,Primary,True,VZW Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25309,COD 14,,Comcast Workplace,250.0M x 25.0M,Primary,True,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25386,FLO 11,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25719,NCC 27,,Spectrum,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25732,NCC 44,,Spectrum,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25733,NCC 45,,Spectrum,600.0M x 35.0M,Primary,True,Brightspeed,100.0M x 100.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25740,NDG 01,,Midcontinent,500.0M x 50.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25752,NMA 03,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25756,NMA 07,,Comcast Workplace,1000.0M x 35.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25767,NMH 01,,Windstream,500.0M x 500.0M,Primary,True,EB2-TDS Cable,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25773,NVL 03,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Cell,Cell,Secondary,True,2025-07-10 19:43:54.803914,2025-07-07 09:50:02.793660,True,2025-07-10 19:43:54.803914,,,,
25613,MIG 25,,Comcast,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25762,NMA 13,,Unite Private Networks,300.0 M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 18:58:22.643913,2025-07-07 09:50:02.793660,False,,,,,
25776,NVL 06,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Cell,Cell,Secondary,True,2025-07-10 19:44:18.415077,2025-07-07 09:50:02.793660,True,2025-07-10 19:44:18.415077,,,,
25662,MNM W01,,Comcast,,Primary,True,Unknown,,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25788,NVL 24,,Cox Business/BOI,300.0M x 30.0M,Primary,True,CenturyLink,10.0M x 1.0M,Secondary,True,2025-07-10 19:45:06.729903,2025-07-07 09:50:02.793660,True,2025-07-10 19:45:06.729903,,,,
25777,NVL 07,,Cox Communications,300.0 M,Primary,True,Verizon Business,300.0M x 30.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25648,MNM 16,,Comcast,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:00:37.809961,2025-07-07 09:50:02.793660,True,2025-07-10 14:00:37.809961,,,,
25096,AZP 32,,Cox Business/BOI,200.0M x 20.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25173,CAL 40,,AT&T Broadband II,1000.0M x 200.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25344,COS 02,,Comcast Workplace,250.0M x 25.0M,Primary,True,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25636,MNM 03,,Comcast,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25757,NMA 08,,Comcast Workplace,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25761,NMA 12,,Comcast Workplace,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25764,NMAW00,,Comcast Workplace,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25768,NML 01,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25779,NVL 09,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25780,NVL 11,,Cox Business/BOI,300.0M x 30.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25782,NVL 14,,Cox Business/BOI,300.0M x 30.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25785,NVL 17,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25786,NVL 22,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25787,NVL 23,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25790,NVL 26,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25687,MOSW 01,,arco trucking08162011143812942,,Primary,True,Charter Communications LLC,,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25688,MSG 01,,,,Primary,False,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25834,OHN 06,,Armstrong Cable,300.0M x 300.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25119,AZP 57,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25132,AZT 07,,Cox Business,200.0M x 200.0M,Primary,True,Starlink,Satellite,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25312,COD 18,,Comcast Workplace,1000.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25313,COD 19,,CenturyLink Fiber Plus,500.0M x 500.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25835,OHS 01,,Spectrum,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25763,NMACALLCNTR,,"Comcast Cable Communications, LLC",,Primary,True,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25873,ORP 07,,Ziply Fiber,1000.0M x 1000.0M,Primary,True,Accerated AT&T,Cell,Secondary,True,2025-07-10 19:45:31.582614,2025-07-07 09:50:02.793660,True,2025-07-10 19:45:31.582614,,,,
25874,ORP 08,,DSR TDS Cable,300.0M x 30.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25881,PAN 02,,DSR EB2-Penteledata Cable - NAM Cable -,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25885,PAP 01,,EB2-RCN Cable,250.0M x 15.0M,Primary,True,PenTeleData House Account,200.0M x 25.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25892,SCC 03,,Comporium Com DDSL | Dedicated Line ADSL Dry Loop |,1000.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25314,COD 20,,Comcast Workplace,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
