id,network_name,device_tags,wan1_provider,wan1_speed,wan1_circuit_role,wan1_confirmed,wan2_provider,wan2_speed,wan2_circuit_role,wan2_confirmed,last_updated,created_at,pushed_to_meraki,pushed_date,wan1_ip,wan2_ip,wan1_arin_org,wan2_arin_org
25252,CAS 07,,AT&T Broadband II,300.0M x 300.0M,Primary,True,Cox Business/BOI,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25255,CAS 10,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Cox Business/BOI,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25273,CAS 31,,Frontier Fios,500.0M x 500.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25204,CAN 24,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Comcast Workplace,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25203,CAN 23,,"AT&T Enterprises, LLC",600.0M x 35.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25363,FLJ_00,,Comcast,300.0M x 30.0M,Primary,True,AT&T,300.0M x 300.0M,Secondary,True,2025-07-09 15:05:14.370830,2025-07-07 09:50:02.793660,True,2025-07-09 15:05:14.370830,,,,
25102,AZP 38,,Cox Business/BOI,300.0M x 30.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25105,AZP 42,,Cox Business/BOI,300.0M x 30.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25111,AZP 48,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25112,AZP 49,,CenturyLink/Qwest,12.0M x 2.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25114,AZP 51,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25117,AZP 55,,CenturyLink Fiber Plus,500.0M x 500.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25266,CAS 21,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-10 13:31:00.460228,,,,
25281,CAS 39,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25285,CAS 43,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25293,CAS 51,,Cox Business/BOI ,300.0M x 30.0M,Primary,True,AT&T Broadband II,1000.0M x 1000.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25294,CAS 53,,AT&T Broadband II,2000.0M x 2000.0M,Primary,True,Cox Business/BOI,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25295,COB 01,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25329,COD 36,,Comcast Workplace,300.0M x 30.0M,Primary,True,CenturyLink,50.0 M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25336,COG 01,,Spectrum,600.0M x 35.0M,Primary,True,EB2-Centurylink DSL,80.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25337,Cog 02,,Comcast,,Primary,True,Community Broadband Network,100.0 M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25342,COP 03,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25345,COS 03,,Comcast Workplace,250.0M x 25.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25355,FLD 01,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25357,FLD 04,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25361,FLG 03,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Comcast Workplace,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25364,FLJ 01,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25365,FLJ 02,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25367,FLJ 05,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25369,FLJ 07,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25371,FLJ 10,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25373,FLJ 12,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Comcast Workplace,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25374,FLM 01,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25375,FLM 02,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25379,FLO 04,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
28000,FP-iSeries-ATL,['Hub'],Unknown,,Primary,False,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 11:46:47.102071,False,,,,,
28001,FP-iSeries-DAL,['Hub'],Unknown,,Primary,False,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 11:46:47.102071,False,,,,,
28004,Flight Department - Pilot,['Lab'],Cox Communications,,Primary,False,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 11:46:47.102071,False,,,,,
25381,FLO 06,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25387,FLO 12,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25258,CAS 13,,Cox Business/BOI,300.0M x 30.0M,Primary,False,AT&T Broadband II,1000.0M x 1000.0M,Secondary,False,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25368,FLJ 06,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25057,ARO 06,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Cox Business/BOI,300.0M x 50.0M,Secondary,True,2025-07-08 10:22:42.338218,2025-07-07 09:50:02.793660,True,2025-07-08 10:22:42.338218,,,,
25402,FP-ATL-OOBMGMT-01,,,,Primary,False,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25083,AZP 19,,Cox Business/BOI,300.0M x 30.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25085,AZP 21,,Cox Business/BOI,100.0M x 20.0M,Primary,True,CenturyLink/Embarq,80.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-10 14:15:13.168866,,,,
25097,AZP 33,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25128,AZT 01,,Cox Business/BOI,300.0M x 30.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25389,FLO 14,,AT&T Broadband II,1000.0M x 200.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25390,FLO 15,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25392,FLP 01,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,1000.0M x 1000.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25395,FLP 04,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25396,FLS 01,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25398,FLS 03,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25399,FLS 04,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Comcast Workplace,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25409,GAA 06,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25413,GAA 11,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25418,GAA 17,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25423,GAA 24,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25425,GAA 26,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25428,GAA 29,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Comcast Workplace,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25431,GAA 32,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25437,GAA 38,,Cox Business/BOI,300.0M x 30.0M,Primary,True,EB2-Hargray Cable,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25438,GAA 39,,Comcast Workplace,250.0M x 25.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25443,GAA 44,,Comcast Workplace,250.0M x 25.0M,Primary,True,EB2-Windstream Fiber,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25446,GAACALLCNTR,,AT&T,,Primary,True,Charter Communications,,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25448,GAE 01,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Hargray Cable,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
27959,HQ-HUB,['Hub'],,,Primary,False,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 11:46:47.102071,False,,,,,
25449,GAE 02,,Comcast Workplace,250.0M x 25.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25450,GAE 03,,Comcast Workplace,250.0M x 25.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25454,IAC 01,,Mediacom Communications Corporation,1000.0M x 30.0M,Primary,True,EB2-Lumen DSL,140.0M x 20.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25455,IAC 02,,Mediacom Communications Corporation,1000.0M x 30.0M,Primary,True,ImOn Communications,100.0M x 100.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25456,IAD 01,,Mediacom Communications Corporation,1000.0M x 30.0M,Primary,True,Metronet,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25460,IAD 05,,Mediacom/BOI,1000.0M x 30.0M,Primary,True,Metronet,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25464,IAN 02,,Mediacom Communications Corporation,1000.0M x 30.0M,Primary,True,Century Link/Qwest,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25469,IDB 01,,Cable One ,300.0M x 50.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25470,IDB 03,,EB2-CableOne Cable,300.0M x 30.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25472,IDB 05,,EB2-CableOne Cable,300.0M x 30.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25474,IDB 07,,EB2-CableOne Cable,300.0M x 30.0M,Primary,True,EB2-Centurylink DSL,80.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25475,IDN 01,,Spectrum,600.0M x 35.0M,Primary,True,EB2-Ziply Fiber,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25481,ILC 05,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25484,ILC 08,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25126,AZP 64,,Starlink,Satellite,Primary,True,AT&T Cell,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25062,AZK 01,,Frontier,,Primary,True,Allo Communications,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-07 11:50:18.573974,,,,
25133,AZT 09,,Comcast Workplace,600.0M x 35.0M,Primary,False,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25212,CAN 33,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25226,CAN 47,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25227,CAN 48,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25476,ILC_00,,Comcast,,Primary,True,AT&T,,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25489,ILC 14,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25495,ILC 21,,AT&T Broadband II,1000.0M x 200.0M,Primary,True,Comcast Workplace,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25498,ILC 25,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25499,ILC 27,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25502,ILC 30,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25504,ILC 32,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25506,ILC 34,,AT&T Broadband II,300.0M x 300.0M,Primary,True,Comcast Workplace,200.0M x 20.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25507,ILC 35,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25508,ILC 36,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25509,ILC 37,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25521,ILW 02,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,1000.0M x 1000.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25525,INE 01,,Astound,500.0M x 20.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25526,INE 02,,AT&T Broadband II,1000.0M x 200.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25538,INI 08,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25541,INI 12,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25542,INI 13,,Comcast Workplace,250.0M x 25.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25544,INI 15,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25545,INI 16,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25547,INJ 01,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25549,INN 01,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25552,INW 03,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25555,KSK 02,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25558,KSK 05,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25560,KSL 01,,Midcontinent,500.0M x 50.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25561,KSM 01,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25562,KSM 02,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25563,KST 01,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Cox Business/BOI,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25565,KSW 02,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25567,KYB 01,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25570,KYL 02,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25571,KYL 03,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25572,LAS 01,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25573,LAS 02,,Altice West,500.0M x 50.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25575,MIA 01,,Comcast Workplace,250.0M x 25.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25118,AZP 56,,ComcastAgg,10.0M x 10.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-09 06:49:41.369535,2025-07-07 09:50:02.793660,True,2025-07-09 06:49:41.369535,,,,
25108,AZP 45,,Cox Business/BOI,300.0M x 30.0M,Primary,True,Starlink,Satellite,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25185,CAN 02,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,AT&T Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-10 13:28:21.719328,,,,
25187,CAN 04,,Comcast Workplace,250.0M x 25.0M,Primary,True,Accelerated,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25576,MIA 04,,Comcast Workplace,250.0M x 25.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25577,MIA 16,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25582,MID 04,,Comcast Workplace,300.0M x 30.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25584,MID 06,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25587,MID 10,,Spectrum,940.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25588,MID 11,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25589,MID 12,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25597,MID 22,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,1000.0M x 1000.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25601,MID 26,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25602,MID 27,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
