site_name,record_number,circuit_purpose,provider_name,details_service_speed,status,manual_override,data_source
TXD 30,DISCOUNTTXD6577467477_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 31,DISCOUNTTXD4045207499_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 32,DISCOUNTTXD9868137539_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 32,DISCOUNTTXD9588173443_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 33,DISCOUNTTXD8061620389_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 33,DISCOUNTTXD2698146935_BR-I1,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 34,DISCOUNTTXD9601150422_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 35,DISCOUNTTXD9501259669_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 35,DISCOUNTTXD3358545432_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 36,DISCOUNTTXD9076452420_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 37,DISCOUNTTXD6073250844_BR,Primary,Spectrum,940.0M x 35.0M,Enabled,False,csv_import
TXD 37,DISCOUNTTXD8861394360_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 38,DISCOUNTTXD7053944230_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 38,DISCOUNTTXD1960817244_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 39,DISCOUNTTXD6094904987_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 39,DISCOUNTTXD8291229794_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 40,DISCOUNTTXD1664508824_BR,Primary,Spectrum,940.0M x 35.0M,Enabled,False,csv_import
TXD 40,DISCOUNTTXD9022574335_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 41,DISCOUNTTXD4746601262_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 41,DISCOUNTTXD7855503115_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 42,DISCOUNTTXD4572620797_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 42,DISCOUNTTXD8002998499_BR-I2,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 43,DISCOUNTTXD2304571178_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 44,DISCOUNTTXD8172387999_BR,Primary,Spectrum,940.0M x 35.0M,Enabled,False,csv_import
TXD 44,DISCOUNTTXD4903402186_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 45,DISCOUNTTXD2874854041_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 45,DISCOUNTTXD8852440239_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 46,DISCOUNTTXD2451501858_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 46,DISCOUNTTXD7485998606_BR,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 47,DISCOUNTTXD8332159533_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 47,DISCOUNTTXD2260957680_BR,Secondary,Longview Cable,500.0M x 30.0M,Enabled,False,csv_import
TXD 48,DISCOUNTTXD7644138604_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 48,DISCOUNTTXD5695226726_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 50,DISCOUNTTXD5198360523_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 50,DISCOUNTTXD5047462272_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 51,DISCOUNTTXD2179901325_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 51,DISCOUNTTXD8372348566_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 52,DISCOUNTTXD6143822977_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 52,DISCOUNTTXD1980178695_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 54,DISCOUNTTXD9698313836_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 54,DISCOUNTTXD8929863199_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 55,DISCOUNTTXD3781063806_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 56,DISCOUNTTXD9965185885_BR,Primary,Spectrum,940.0M x 35.0M,Enabled,False,csv_import
TXD 56,DISCOUNTTXD4086154500_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 57,DISCOUNTTXD7855321641_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 57,DISCOUNTTXD4952939840_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 58,DISCOUNTTXD4227408664_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 58,DISCOUNTTXD6342687838_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 59,DISCOUNTTXD2209776901_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 59,DISCOUNTTXD2411813795_BR,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,Enabled,False,csv_import
TXD 60,DISCOUNTTXD7181317645_BR,Primary,Spectrum Business,500.0M x 500.0M,Enabled,False,csv_import
TXD 61,DISCOUNTTXD1536737350_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 61,DISCOUNTTXD8216383922_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 62,DISCOUNTTXD9695553182_BR,Primary,Cable One,300.0M x 50.0M,Enabled,False,csv_import
TXD 63,DISCOUNTTXD5410807620_BR,Primary,Cable One,300.0M x 50.0M,Enabled,False,csv_import
TXD 63,DISCOUNTTXD7203625634_BR,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,Enabled,False,csv_import
TXD 64,DISCOUNTTXD7656212728_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 64,DISCOUNTTXD2866723712_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 65,DISCOUNTTXD1126335542_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 66,DISCOUNTTXD5180871927_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 66,DISCOUNTTXD8823616575_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 67,DISCOUNTTXD5183486418_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 67,DISCOUNTTXD9817525239_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 68,DISCOUNTTXD2647119180_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 69,DISCOUNTTXD6328916186_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 69,DISCOUNTTXD1791833293_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 70,DISCOUNTTXD7142805749_BR,Primary,Spectrum,940.0M x 35.0M,Enabled,False,csv_import
TXD 71,DISCOUNTTXD5793329233_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 72,DISCOUNTTXD2263693711_BR,Primary,AT&T Broadband II,500.0M x 100.0M,Enabled,False,csv_import
TXD 73,DISCOUNTTXD5850725125_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 73,DISCOUNTTXD7395733147_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 74,DISCOUNTTXD7160855596_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 74,DISCOUNTTXD2586104634_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 75,DISCOUNTTXD8499996542_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 75,DISCOUNTTXD9544826918_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 76,DISCOUNTTXD8669213100_BR,Primary,Altice,500.0M x 50.0M,Enabled,False,csv_import
TXD 77,DISCOUNTTXD3131126603_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 77,DISCOUNTTXD8770374706_BR,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,Enabled,False,csv_import
TXD 78,DISCOUNTTXD7946620635_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 79,DISCOUNTTXD3990405857_BR,Primary,Altice,500.0M x 50.0M,Enabled,False,csv_import
TXD 79,DISCOUNTTXD2623994331_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 80,DISCOUNTTXD5889283493_BR,Primary,AT&T Broadband II,1000.0M x 200.0M,Enabled,False,csv_import
TXD 81,DISCOUNTTXD2056578286_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 81,DISCOUNTTXD5087163571_BR,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,Enabled,False,csv_import
TXD 82,DISCOUNTTXD2598493808_BR,Primary,AT&T Broadband II,1000.0M x 200.0M,Enabled,False,csv_import
TXD 83,DISCOUNTTXD5154300861_BR,Primary,Spectrum,940.0M x 35.0M,Enabled,False,csv_import
TXD 83,DISCOUNTTXD2239224830_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 84,DISCOUNTTXD9404728265_BR,Primary,VyVe,500.0M x 50.0M,Enabled,False,csv_import
TXD 85,DISCOUNTTXD4693663500_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 86,DISCOUNTTXD9403266034_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 87,DISCOUNTTXD9407834109_BR,Primary,Frontier FIOS,500.0M x 500.0M,Enabled,False,csv_import
TXD 88,DISCOUNTTXD1144910863_BR,Primary,Altice West,500.0M x 50.0M,Enabled,False,csv_import
TXD 88,DISCOUNTTXD5506123923_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 89,DISCOUNTTXD8178931697_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 89,DISCOUNTTXD3715282927_BR,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 90,DISCOUNTTXD9033736027_BR-I4,Primary,East Texas Broadband,300.0M x 300.0M,Enabled,False,csv_import
TXD 90,DISCOUNTTXD9033736027_BR-I2,Secondary,CenturyLink/Embarq,40.0M x 5.0M,Enabled,False,csv_import
TXD 91,DISCOUNTTXD9482876104_BR,Primary,Frontier FIOS,200.0M x 200.0M,Enabled,False,csv_import
TXD 91,DISCOUNTTXD9064237754_BR-I1,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 92,DISCOUNTTXD4696728030_BR,Primary,AT&T Broadband II,200.0M x 200.0M,Enabled,False,csv_import
TXD 92,DISCOUNTTXD8247114128_BR,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 93,DISCOUNTTXD5313276123_BR-I1,Primary,Altice West,100.0M x 10.0M,Enabled,False,csv_import
TXD 94,DISCOUNTTXD6828046377_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 94,DISCOUNTTXD7632973304_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXD 95,DISCOUNTTXD8177526060_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXD 96,DISCOUNTTXD1896230397_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXD 96,DISCOUNTTXD7363384758_BR-I1,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXE 01,DISCOUNTTXE8653178289_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXE 01,DISCOUNTTXE2877590539_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXE 02,DISCOUNTTXE2430169491_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXE 02,DISCOUNTTXE1186907243_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXE 03,DISCOUNTTXE3596810765_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXE 03,DISCOUNTTXE1786458266_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXE 05,DISCOUNTTXE3467876274_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXE 05,DISCOUNTTXE1020730449_BR,Secondary,AT&T Broadband II,100.0M x 100.0M,Enabled,False,csv_import
TXE 06,DISCOUNTTXE6585363461_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXE 06,DISCOUNTTXE9299636586_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXE 07,DISCOUNTTXE2369861327_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXE 07,DISCOUNTTXE6839461600_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXG 01,DISCOUNTTXG7742697759_BR,Primary,AT&T Broadband II,2000.0M x 2000.0M,Enabled,False,csv_import
TXG 02,DISCOUNTTXG3368624103_BR,Secondary,Consolidated Communications,300.0M x 300.0M,Enabled,False,csv_import
TXG 03,DISCOUNTTXG6607828561_BR,Secondary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH_00,,Primary,AT&T,,Enabled,False,Non-DSR
TXH_00,,Secondary,Comcast,,Enabled,False,Non-DSR
TXH00,DISCOUNTTXH5555787585_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
TXH00,DISCOUNTTXH4009424513_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 01,DISCOUNTTXH3333750108_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 01,DISCOUNTTXH7136979319_BR,Secondary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 02,DISCOUNTTXH6045781903_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 02,DISCOUNTTXH7358655750_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 03,DISCOUNTTXH8056531356_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 03,DISCOUNTTXH9406374232_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 04,DISCOUNTTXH4284367909_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 05,DISCOUNTTXH1516558267_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 10,DISCOUNTTXH1455596386_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 10,DISCOUNTTXH3093565598_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 11,DISCOUNTTXH9382273404_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 12,DISCOUNTTXH8547751456_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 12,DISCOUNTTXH6236752188_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 15,DISCOUNTTXH5584958376_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 15,DISCOUNTTXH1626771996_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 16,DISCOUNTTXH2871223396_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 17,DISCOUNTTXH7758695299_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 18,DISCOUNTTXH9489353832_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
TXH 18,DISCOUNTTXH3056850455_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 20,DISCOUNTTXH7138619747_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
TXH 20,DISCOUNTTXH4726852185_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 21,DISCOUNTTXH3935424877_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 21,DISCOUNTTXH8222782721_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 22,DISCOUNTTXH2277456806_BR,Primary,Altice,500.0M x 50.0M,Enabled,False,csv_import
TXH 23,DISCOUNTTXH7779862854_BR,Primary,Altice West,500.0M x 50.0M,Enabled,False,csv_import
TXH 24,DISCOUNTTXH1176364613_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 25,,Primary,Comcast,,Enabled,False,Non-DSR
TXH 26,DISCOUNTTXH8903218497_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXH 27,DISCOUNTTXH5256517802_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 27,DISCOUNTTXH9099178975_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 28,,Primary,Comcast,,Enabled,False,Non-DSR
TXH 29,DISCOUNTTXH3828458531_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 29,DISCOUNTTXH6874814631_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 30,DISCOUNTTXH5488963313_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 30,DISCOUNTTXH4379755906_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 31,DISCOUNTTXH4518817964_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
TXH 31,DISCOUNTTXH5703964471_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 33,DISCOUNTTXH3366953713_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
TXH 33,DISCOUNTTXH1691588224_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 34,DISCOUNTTXH5103545272_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 37,DISCOUNTTXH6188967328_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 37,DISCOUNTTXH2580650896_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 39,DISCOUNTTXH2299824561_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 39,DISCOUNTTXH4037366214_BR-I1,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 41,DISCOUNTTXH6261472507_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 43,DISCOUNTTXH5355731613_BR,Primary,Altice West,500.0M x 50.0M,Enabled,False,csv_import
TXH 43,DISCOUNTTXH2549856746_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 44,,Primary,Comcast,,Enabled,False,Non-DSR
TXH 45,DISCOUNTTXH8086755257_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 46,DISCOUNTTXH9730313215_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 48,DISCOUNTTXH3496500338_BR,Primary,Altice,500.0M x 50.0M,Enabled,False,csv_import
TXH 49,DISCOUNTTXH6460769946_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 50,DISCOUNTTXH1709121675_BR,Primary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 51,DISCOUNTTXH6675162371_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 52,DISCOUNTTXH2858866373_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 53,DISCOUNTTXH1545225546_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 53,DISCOUNTTXH2814126070_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 54,DISCOUNTTXH2967643742_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 55,DISCOUNTTXH1022301941_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 56,DISCOUNTTXH3557290159_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 57,DISCOUNTTXH2815743878_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
TXH 58,DISCOUNTTXH5446952490_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 58,DISCOUNTTXH9143866360_BR,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXH 59,DISCOUNTTXH5118983506_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXH 59,DISCOUNTTXH3858935848_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 60,DISCOUNTTXH9417478908_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 60,DISCOUNTTXH5102193499_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 61,DISCOUNTTXH4910975460_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
TXH 61,DISCOUNTTXH4063348355_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 62,DISCOUNTTXH1977368240_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXH 62,DISCOUNTTXH1527858584_BR-I2,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 63,DISCOUNTTXH2812567250_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 64,,Primary,Comcast,,Enabled,False,Non-DSR
TXH 65,DISCOUNTTXH9311480256_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 66,DISCOUNTTXH7445761366_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 66,DISCOUNTTXH9326872996_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 67,DISCOUNTTXH2756310329_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 67,DISCOUNTTXH6800373367_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 68,DISCOUNTTXH4887661147_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 69,DISCOUNTTXH4533470802_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
TXH 69,DISCOUNTTXH8467338483_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 70,,Primary,Comcast,,Enabled,False,Non-DSR
TXH 71,DISCOUNTTXH2493401615_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 72,DISCOUNTTXH6107443116_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 72,DISCOUNTTXH3095186629_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 73,DISCOUNTTXH3239864233_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
TXH 74,DISCOUNTTXH6886339856_BR,Primary,Altice,500.0M x 50.0M,Enabled,False,csv_import
TXH 75,DISCOUNTTXH6133361665_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 77,DISCOUNTTXH7264693517_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 77,DISCOUNTTXH4316512724_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 78,DISCOUNTTXH9652339286_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
TXH 78,DISCOUNTTXH9496774764_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 79,DISCOUNTTXH9121906348_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 80,DISCOUNTTXH9360194725_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 81,DISCOUNTTXH4692315501_BR-I2,Primary,Rise Broadband,15.0M x 3.0M,Enabled,False,csv_import
TXH 81,DISCOUNTTXH4692315501_BR,Secondary,Metronet,300.0M x 300.0M,Enabled,False,csv_import
TXH 82,DISCOUNTTXH2191532698_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 83,DISCOUNTTXH2817785366_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
TXH 84,DISCOUNTTXH2834451301_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 84,DISCOUNTTXH6905497973_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 85,DISCOUNTTXH3704328736_BR-I6,Primary,Altice West,500.0M x 50.0M,Enabled,False,csv_import
TXH 86,,Primary,Comcast,,Enabled,False,Non-DSR
TXH 87,DISCOUNTTXH6735393680_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
TXH 87,DISCOUNTTXH9157544731_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
TXH 88,DISCOUNTTXH5959471273_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
TXH 88,DISCOUNTTXH5367886403_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 89,DISCOUNTTXH2719301469_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
TXH 89,DISCOUNTTXH9240588361_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
TXH 90,DISCOUNTTXH1388917841_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
