Site Name,Interface,Status,DSR Provider,ARIN Provider,Match,Action Taken
TXH 93,WAN1,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 94,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
TXH 96,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
TXH 97,WAN1,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH SE Flex DTU,WAN1,MATCH,Comcast Workplace,"Comcast Cable Communications, LLC",Yes,Updated
TXHT00,WAN1,MATCH,Comcast,Comcast,Yes,Updated
TXL 04,WAN1,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXL 05,WAN1,MATCH,Vexus,Vexus Fiber,Yes,Updated
TXM 01,WAN1,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXN 01,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXO 01,WAN1,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXO 02,WAN1,MATCH,Cable One ,"CABLE ONE, INC.",Yes,Updated
TXS 02,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 05,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 06,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 07,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 08,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 09,WAN1,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 11,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 15,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 17,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 18,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 19,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 20,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 21,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 22,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 23,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 25,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 27,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
TXS 28,WAN1,MATCH,AT&T Broadband II,AT&T,Yes,Updated
UTS 01,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 02,WAN1,MATCH,Comcast,Comcast,Yes,Updated
UTS 03,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 04,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 05,WAN1,MATCH,Comcast Workplace,Comcast Cable Communications,Yes,Updated
UTS 06,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 09,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 14,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 15,WAN1,MATCH,Comcast,Comcast,Yes,Updated
UTS 17,WAN1,MATCH,Comcast,Comcast,Yes,Updated
UTS 18,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 19,WAN1,MATCH,Comcast,Comcast,Yes,Updated
UTS 20,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 21,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 23,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 24,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS 25,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
UTS W01,WAN1,MATCH,Comcast,Comcast,Yes,Updated
UTS W02,WAN1,MATCH,DSR Comcast Cable,"Comcast Cable Communications, LLC",Yes,Updated
VAB 01,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
VAB 02,WAN1,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
VAB 03,WAN1,MATCH,Verizon FIOS,Verizon,Yes,Updated
VAB 04,WAN1,MATCH,Verizon FIOS,Verizon,Yes,Updated
VAB 05,WAN1,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
VAB 06,WAN1,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
VAB 07,WAN1,MATCH,Verizon FIOS  ,Verizon,Yes,Updated
VAB 08,WAN1,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
VAB 09,WAN1,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
VAF 01 - appliance,WAN1,MATCH,Comcast,Comcast Cable Communications,Yes,Updated
VAF 02,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
VAR 01,WAN1,MATCH,Comcast,Comcast,Yes,Updated
VAR 02,WAN1,MATCH,Comcast Workplace,"Comcast Cable Communications, LLC",Yes,Updated
VAR 04,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
VAR 05,WAN1,MATCH,EB2-Verizon Fiber,Verizon,Yes,Updated
VAR 06,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
VAR 07,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
VAT 01,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
VAW 02,WAN1,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
VAW 03,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAE 01,WAN1,MATCH,Comcast,Comcast,Yes,Updated
WAE 02,WAN1,MATCH,Comcast,Comcast,Yes,Updated
WAE 03,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WAS 01,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS 02,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS 04,WAN1,MATCH,Centurylink Fiber-Plus,CenturyLink,Yes,Updated
WAS 06,WAN1,MATCH,CenturyLink Fiber Plus,CenturyLink,Yes,Updated
WAS 08,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS 09,WAN1,MATCH,Comcast,Comcast,Yes,Updated
WAS 11,WAN1,MATCH,Comcast,Comcast,Yes,Updated
WAS 13,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS 14,WAN1,MATCH,Comcast,Comcast,Yes,Updated
WAS 15,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS 17,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS 19,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS 22,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS 26,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS 27,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS 29,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAS W00,WAN1,MATCH,Comcast,Comcast,Yes,Updated
WAV 01,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAV 02,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WAY 01,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WDTD 01,WAN1,MATCH,AT&T,AT&T,Yes,Updated
WIA 01,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WIC 01,WAN1,MATCH,AT&T Broadband II,AT&T,Yes,Updated
WIE 01,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WIE 02,WAN1,MATCH,AT&T Broadband II,AT&T,Yes,Updated
WIL 01,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WIM 01,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WIM 02,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WIM 03,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WIM 04,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WIM 05,WAN1,MATCH,AT&T Broadband II,AT&T,Yes,Updated
WIW 01,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WVE 01,WAN1,MATCH,Comcast Workplace,Comcast,Yes,Updated
WYO 01,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
WYO 02,WAN1,MATCH,Spectrum,Charter Communications,Yes,Updated
ARL 02,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
ARL 04,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
ARL 06,WAN1,MISMATCH,Altice West,CenturyLink,No,Skipped
ARO 01,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
ARO 02,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
ARO 06,WAN1,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
AZF 01,WAN1,MISMATCH,CenturyLink Fiber Plus ,Cox Communications,No,Skipped
AZF 02,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
AZH 01,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
AZN 02,WAN1,MISMATCH,EB2-CableOne Cable,"Cable One, Inc.",No,Skipped
AZN 03,WAN1,MISMATCH,Sparklight,"Cable One, Inc.",No,Skipped
AZN 05,WAN1,MISMATCH,TransWorld,FAIRNET LLC,No,Skipped
AZN 06,WAN1,MISMATCH,Sparklight,"Cable One, Inc.",No,Skipped
AZP 36,WAN1,MISMATCH,Wyyerd Fiber,ZONA COMMUNICATIONS,No,Skipped
AZP 60,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
AZY 02,WAN1,MISMATCH,Spectrum,Customer Static IP Range at YUM02,No,Skipped
CAL 03,WAN1,MISMATCH,GTT Ethernet,Frontier Communications,No,Skipped
CAL 04,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
CAL 13,WAN1,MISMATCH,EB2-Frontier Fiber,Frontier Communications,No,Skipped
CAL 14,WAN1,MISMATCH,One Ring Networks,"Skyriver Communications, Inc.",No,Skipped
CAL 23,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
CAL 29,WAN1,MISMATCH,Frontier,AT&T,No,Skipped
CAL 35,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
CAL 41,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
CAL 43,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
CAL 44,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
CAL 46,WAN1,MISMATCH,EB2-Frontier Fiber,Frontier Communications,No,Skipped
CAL 47,WAN1,MISMATCH,One Ring Networks ,Frontier Communications Corporation,No,Skipped
CAL 50,WAN1,MISMATCH,EB2-Frontier Fiber,Charter Communications,No,Skipped
CAN 03,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
CAN 14,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
CAN 22,WAN1,MISMATCH,Vista Broadband,Comcast,No,Skipped
CAN 23,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
CAN 24,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
CAN 28,WAN1,MISMATCH,Comcast Workplace,Frontier Communications,No,Skipped
CAN 31,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
CAN 37,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
CAN 39,WAN1,MISMATCH,Astound,Wave Broadband,No,Skipped
CAN 53,WAN1,MISMATCH,Comcast Workplace,Vast Networks,No,Skipped
CAN 58,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
CAO 03,WAN1,MISMATCH,GTT Ethernet,Frontier Communications,No,Skipped
CAO 06,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
CAS 03,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
CAS 04,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
CAS 05,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
CAS 08,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
CAS 14,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
CAS 18,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
CAS 24,WAN1,MISMATCH,Spectrum,VERMONT PARK PLAZA,No,Skipped
CAS 25,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
CAS 28,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
CAS 34,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
CAS 38,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
CAS 39,WAN1,MISMATCH,Spectrum,VERMONT PARK PLAZA,No,Skipped
CAS 44,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
CAS 48,WAN1,MISMATCH,EB2-Frontier Fiber,Frontier Communications,No,Skipped
CAS 50,WAN1,MISMATCH,GTT Ethernet,Frontier Communications,No,Skipped
COD 28,WAN1,MISMATCH,Comcast Workplace,WYATT CREATIVE,No,Skipped
COD 31,WAN1,MISMATCH,MallCom Networks,"Lrm-Com, Inc.",No,Skipped
COD 35,WAN1,MISMATCH,LiveWire Net,Comcast,No,Skipped
COD 41,WAN1,MISMATCH,Lumen,Level 3 Parent,No,Skipped
CON 03,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
COS 05,WAN1,MISMATCH,Comcast Workplace,Unite Private Networks LLC.,No,Skipped
COX 01,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
FLG 02,WAN1,MISMATCH,Cox Business/BOI,Ocala Fiber Network,No,Skipped
FLJ 06,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
FLJ 09,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
FLO 03,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
FLO 07,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
FLP 03,WAN1,MISMATCH,Mediacom/BOI,AT&T,No,Skipped
FLT 01,WAN1,MISMATCH,MetroNet,Comcast,No,Skipped
GAA 03,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
GAA 05,WAN1,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
GAA 08,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
GAA 19,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
GAA 33,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
GAA 34,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
GAA 35,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
GAA 36,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
GAA 37,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
GAA 40,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
GAA 43,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
GAA 45,WAN1,MISMATCH,Mediacom/BOI,AT&T,No,Skipped
GAA 46,WAN1,MISMATCH,AT&T Broadband II,Mediacom Communications Corporation,No,Skipped
GAS 01,WAN1,MISMATCH,Mediacom/BOI,AT&T,No,Skipped
IAC 01,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
IAC 02,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
IAD 01,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
IAD 02,WAN1,MISMATCH,Mediacom/BOI,Metronet,No,Skipped
IAD 04,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
IAD 05,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
IAF 01,WAN1,MISMATCH,Mediacom/BOI,Fort Dodge Fiber,No,Skipped
IAI 01,WAN1,MISMATCH,Mediacom/BOI,Metronet,No,Skipped
IAN 01,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
IAN 02,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
IAN 03,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
IAQ 01,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
IAQ 02,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
IAS 01,WAN1,MISMATCH,Sparklight,Metronet,No,Skipped
IDB 03,WAN1,MISMATCH,EB2-CableOne Cable,"CABLE ONE, INC.",No,Skipped
IDB 04,WAN1,MISMATCH,CenturyLink Fiber Plus,"CABLE ONE, INC.",No,Skipped
IDB 05,WAN1,MISMATCH,EB2-CableOne Cable,"CABLE ONE, INC.",No,Skipped
IDB 06,WAN1,MISMATCH,EB2-CableOne Cable,Direct Communications Cable LLC,No,Skipped
IDB 07,WAN1,MISMATCH,EB2-CableOne Cable,"CABLE ONE, INC.",No,Skipped
ILC 03,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
ILC 07,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
ILC 17,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
ILC 22,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
ILS 01,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
ILW 01,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
INC 02,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
INE 01,WAN1,MISMATCH,Astound,RCN,No,Skipped
INF 03,WAN1,MISMATCH,Comcast Workplace,Metronet,No,Skipped
INF 04,WAN1,MISMATCH,GTT Ethernet,Frontier Communications,No,Skipped
INI_00,WAN1,MISMATCH,DSR Cincinnati Bell ADSL,Altafiber,No,Skipped
INI 02,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
INL 01,WAN1,MISMATCH,Comcast Workplace,Metronet,No,Skipped
KSK 03,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
KSK 04,WAN1,MISMATCH,Spectrum,"AT&T Enterprises, LLC",No,Skipped
KSW 01,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
KYE 01,WAN1,MISMATCH,Comcast Workplace,Windstream Communications,No,Skipped
KYL 01,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
LAS 02,WAN1,MISMATCH,Altice West,Suddenlink Communications,No,Skipped
MIB 01,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
MID 20,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
MID 25,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
MIF 26,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
MIG 08,WAN1,MISMATCH,Comcast Workplace,GLOBAL AUTOMOTIVE,No,Skipped
MIP 01,WAN1,MISMATCH,Spectrum,Winn Telecom,No,Skipped
MIT 26,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
MNM 12,WAN1,MISMATCH,Spectrum,Metronet,No,Skipped
MNM 19,WAN1,MISMATCH,MetroNet,Deutsche Telekom,No,Skipped
MNM 20,WAN1,MISMATCH,Spectrum,Metronet,No,Skipped
MOK 01,WAN1,MISMATCH,Spectrum,"AT&T Enterprises, LLC",No,Skipped
MOK 07,WAN1,MISMATCH,Spectrum ,AT&T,No,Skipped
MON 01,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
MOO 01,WAN1,MISMATCH,ComcastAgg CableOne,"CABLE ONE, INC.",No,Skipped
MOO 02,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
MOO 03,WAN1,MISMATCH,Mediacom/BOI,Mediacom Communications Corporation,No,Skipped
MOS 01,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
MOS 06,WAN1,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
MOS 12,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
NCC 03,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
NCC 11,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
NCC 15,WAN1,MISMATCH,Spectrum,Windstream Communications LLC,No,Skipped
NCC 20,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
NCC 28,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
NCC 30,WAN1,MISMATCH,Spectrum,CARDINAL INNOVATIONS HEALTHCARE SOLUTIONS,No,Skipped
NCC 35,WAN1,MISMATCH,Altice,Optimum,No,Skipped
NCC 43,WAN1,MISMATCH,Spectrum,Windstream Communications LLC,No,Skipped
NCC 46,WAN1,MISMATCH,Spectrum,Windstream Communications LLC,No,Skipped
NCC 51,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
NEG 01,WAN1,MISMATCH,Spectrum,Cogent Communications,No,Skipped
NEL 01,WAN1,MISMATCH,Spectrum,Allo Communications LLC,No,Skipped
NEO 01,WAN1,MISMATCH,Cox Business/BOI,Great Plains Communications LLC,No,Skipped
NEO 03,WAN1,MISMATCH,Cox Business/BOI,Great Plains Communications LLC,No,Skipped
NEO 04,WAN1,MISMATCH,Cox Business/BOI,Great Plains Communications,No,Skipped
NEO 07,WAN1,MISMATCH,Cox Business/BOI,Great Plains Communications,No,Skipped
NMA 01,WAN1,MISMATCH,Comcast Workplace,Unite Private Networks LLC.,No,Skipped
NMA 05,WAN1,MISMATCH,Comcast Workplace,Unite Private Networks LLC.,No,Skipped
NMA 09,WAN1,MISMATCH,SparkLight,"CABLE ONE, INC.",No,Skipped
NMA 11,WAN1,MISMATCH,TDS Cable,"TULAROSA COMMUNICATIONS, INC.",No,Skipped
NMC 01,WAN1,MISMATCH,Altice West,Plateau Telecommunications Incorporated,No,Skipped
NMR 01,WAN1,MISMATCH,Sparklight,Plateau Telecommunications Incorporated,No,Skipped
NMS 03,WAN1,MISMATCH,Comcast Workplace,NMSURF,No,Skipped
NVL 25,WAN1,MISMATCH,CenturyLink Fiber Plus,DISCOUNT TIRE NVL 25,No,Skipped
NVR 05,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
OHC 06,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
OHC 08,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
OHN 04,WAN1,MISMATCH,Windstream,Charter Communications,No,Skipped
OHN 06,WAN1,MISMATCH,Armstrong Cable,Charter Communications,No,Skipped
OHS 02,WAN1,MISMATCH,Spectrum,Altafiber,No,Skipped
OKA 01,WAN1,MISMATCH,SparkLight,"Cable One, Inc.",No,Skipped
OKO 04,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
OKO 06,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
OKO 12,WAN1,MISMATCH,AT&T Broadband II,Clarity Telecom LLC,No,Skipped
OKO 13,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
OKO 14,WAN1,MISMATCH,Vyve,AT&T,No,Skipped
OKT 02,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
OKT 03,WAN1,MISMATCH,Cox Business/BOI,AT&T,No,Skipped
ORP 08,WAN1,MISMATCH,TDS Telecom,Comcast,No,Skipped
ORP 10,WAN1,MISMATCH,Comcast Workplace,"PSINet,",No,Skipped
PAC 01,WAN1,MISMATCH,Breezeline,Comcast Cable Communications,No,Skipped
PAN 02,WAN1,MISMATCH,EB2-Penteledata Cable,EarthLink,No,Skipped
PAP 01,WAN1,MISMATCH,EB2-RCN Cable,RCN,No,Skipped
SCA 01,WAN1,MISMATCH,Breezeline (Formerly Atlantic Broadband),"Atlantic Broadband, LLC",No,Skipped
SCC 02,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
SCC 03,WAN1,MISMATCH,Comporium Com DDSL,"Comporium, Inc",No,Skipped
SCC 15,WAN1,MISMATCH,Spectrum,"Farmers Telephone Cooperative, Inc.",No,Skipped
SCC 17,WAN1,MISMATCH,Spectrum,Frontier Communications,No,Skipped
TNM 04,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TNN 08,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TNN 14,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TNN 15,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXA 09,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXA 13,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXA 21,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXC 06,WAN1,MISMATCH,Altice,AT&T,No,Skipped
TXC 07,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXC 11,WAN1,MISMATCH,Altice,Cebridge Connections,No,Skipped
TXC 15,WAN1,MISMATCH,Spectrum,MITEL,No,Skipped
TXC 16,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXC 18,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXC 19,WAN1,MISMATCH,Spectrum,Vexus Fiber,No,Skipped
TXC 21,WAN1,MISMATCH,Spectrum,"Big Bend Telephone Company, Inc.",No,Skipped
TXD 11,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 22,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 26,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 28,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 38,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 40,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 42,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 44,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 45,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 50,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 51,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 58,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 63,WAN1,MISMATCH,Cable One,Windstream Communications,No,Skipped
TXD 67,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXD 76,WAN1,MISMATCH,Altice,Conterra Ultra Broadband LLC,No,Skipped
TXD 79,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXD 81,WAN1,MISMATCH,Spectrum,Frontier Communications Corporation,No,Skipped
TXD 88,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
TXD 93,WAN1,MISMATCH,Altice West,Classic Communications,No,Skipped
TXD 94,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXH 10,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 20,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 22,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXH 23,WAN1,MISMATCH,Altice West,Optimum,No,Skipped
TXH 33,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 39,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 43,WAN1,MISMATCH,Altice West,AT&T,No,Skipped
TXH 45,WAN1,MISMATCH,Comcast Workplace,LONE STAR ICE HOUSE,No,Skipped
TXH 48,WAN1,MISMATCH,Altice,Optimum,No,Skipped
TXH 53,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 58,WAN1,MISMATCH,Comcast Workplace,Charter Communications,No,Skipped
TXH 60,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 61,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 62,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXH 66,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 69,WAN1,MISMATCH,Spectrum,AT&T,No,Skipped
TXH 72,WAN1,MISMATCH,Comcast Workplace,AT&T,No,Skipped
TXH 74,WAN1,MISMATCH,Altice,Optimum,No,Skipped
