hostname,ip_address,component_type,model,serial_number,description,name,stack_position
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DCA150951Q2,Fex-109 PowerSupply-1 Fan-1,Fex-109 PowerSupply-1 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DCA150951XR,Fex-109 PowerSupply-2 Fan-1,Fex-109 PowerSupply-2 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DCA150954UP,Fex-110 PowerSupply-1 Fan-1,Fex-110 PowerSupply-1 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DCA150954UN,Fex-110 PowerSupply-2 Fan-1,Fex-110 PowerSupply-2 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DTN1848P1KC,Fex-111 PowerSupply-1 Fan-1,Fex-111 PowerSupply-1 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DTN1823P5AV,Fex-111 PowerSupply-2 Fan-1,Fex-111 PowerSupply-2 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DTN1823P5EP,Fex-112 PowerSupply-1 Fan-1,Fex-112 PowerSupply-1 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DTN1823P5ES,Fex-112 PowerSupply-2 Fan-1,Fex-112 PowerSupply-2 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,LIT141404RG,Fex-113 PowerSupply-1 Fan-1,Fex-113 PowerSupply-1 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,LIT141309XN,Fex-113 PowerSupply-2 Fan-1,Fex-113 PowerSupply-2 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,LIT14110KJF,Fex-114 PowerSupply-1 Fan-1,Fex-114 PowerSupply-1 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,LIT14110KJ3,Fex-114 PowerSupply-2 Fan-1,Fex-114 PowerSupply-2 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DTN1823P5LY,Fex-123 PowerSupply-1 Fan-1,Fex-123 PowerSupply-1 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DTN1823P5M3,Fex-123 PowerSupply-2 Fan-1,Fex-123 PowerSupply-2 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DTN1823P50Z,Fex-124 PowerSupply-1 Fan-1,Fex-124 PowerSupply-1 Fan-1,
HQ-56128P-01,10.0.255.111,Fan,N2200-PAC-400W,DTN1823P547,Fex-124 PowerSupply-2 Fan-1,Fex-124 PowerSupply-2 Fan-1,
HQ-56128P-01,10.0.255.111,SFP/Transceiver,N56-M24UP2Q,FOC18394S23,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,
HQ-56128P-01,10.0.255.111,SFP/Transceiver,N56-M24UP2Q,FOC20210ELJ,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,
HQ-56128P-02,10.0.255.112,Chassis,N5K-C56128P,FOC1827R16P,Nexus 56128P Chassis,Nexus 56128P Chassis,Member 1
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 32x10GE, 8x10GE",SSI190406MF,Fex-105 Nexus2232PP-10GE Chassis,Fex-105 Nexus2232PP-10GE Chassis,Member 2
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 32x10GE, 8x10GE",SSI190406PC,Fex-106 Nexus2232PP-10GE Chassis,Fex-106 Nexus2232PP-10GE Chassis,Member 3
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 32x10GE, 8x10GE",SSI1905004R,Fex-107 Nexus2232PP-10GE Chassis,Fex-107 Nexus2232PP-10GE Chassis,Member 4
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 32x10GE, 8x10GE",SSI190406YQ,Fex-108 Nexus2232PP-10GE Chassis,Fex-108 Nexus2232PP-10GE Chassis,Member 5
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 32x10GE, 8x10GE",SSI19040A5V,Fex-109 Nexus2232PP-10GE Chassis,Fex-109 Nexus2232PP-10GE Chassis,Member 6
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 32x10GE, 8x10GE",SSI19040A5L,Fex-110 Nexus2232PP-10GE Chassis,Fex-110 Nexus2232PP-10GE Chassis,Member 7
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 32x10GE, 8x10GE",SSI1820046S,Fex-111 Nexus2232PP-10GE Chassis,Fex-111 Nexus2232PP-10GE Chassis,Member 8
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 32x10GE, 8x10GE",SSI182005WX,Fex-112 Nexus2232PP-10GE Chassis,Fex-112 Nexus2232PP-10GE Chassis,Member 9
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 48x1GE, 4x10GE",SSI14100CWJ,Fex-113 Nexus2248TP-1GE Chassis,Fex-113 Nexus2248TP-1GE Chassis,Member 10
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 48x1GE, 4x10GE",SSI141400J5,Fex-114 Nexus2248TP-1GE Chassis,Fex-114 Nexus2248TP-1GE Chassis,Member 11
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 16x10GE, 8x10GE",FOC1648R1EL,Fex-120 Nexus2200DELL Chassis,Fex-120 Nexus2200DELL Chassis,Member 12
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 16x10GE, 8x10GE",FOC1652R005,Fex-121 Nexus2200DELL Chassis,Fex-121 Nexus2200DELL Chassis,Member 13
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 16x10GE, 8x10GE",FOC1646R08H,Fex-122 Nexus2200DELL Chassis,Fex-122 Nexus2200DELL Chassis,Member 14
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 32x10GE, 8x10GE",SSI182005WW,Fex-123 Nexus2232PP-10GE Chassis,Fex-123 Nexus2232PP-10GE Chassis,Member 15
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 32x10GE, 8x10GE",SSI182000T9,Fex-124 Nexus2232PP-10GE Chassis,Fex-124 Nexus2232PP-10GE Chassis,Member 16
HQ-56128P-02,10.0.255.112,Chassis,"Fabric Extender Module: 16x10GE, 8x10GE",FOC1747R0PN,Fex-125 Nexus2200DELL Chassis,Fex-125 Nexus2200DELL Chassis,Member 17
HQ-56128P-02,10.0.255.112,Module,N5K-C56128P,FOC18303653,Nexus 56128P Supervisor in Fixed Module-1,Nexus 56128P Supervisor in Fixed Module-1,
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 32x10GE, 8x10GE-N2K-C2232PP-10GE",FOC19110T4L,"Fex-105 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1","Fex-105 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 32x10GE, 8x10GE-N2K-C2232PP-10GE",FOC191071L0,"Fex-106 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1","Fex-106 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 32x10GE, 8x10GE-N2K-C2232PP-10GE",FOC19106XP6,"Fex-107 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1","Fex-107 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 32x10GE, 8x10GE-N2K-C2232PP-10GE",FOC19110T51,"Fex-108 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1","Fex-108 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 32x10GE, 8x10GE-N2K-C2232PP-10GE",FOC19110RYM,"Fex-109 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1","Fex-109 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 32x10GE, 8x10GE-N2K-C2232PP-10GE",FOC19110RZJ,"Fex-110 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1","Fex-110 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 32x10GE, 8x10GE-N2K-C2232PP-10GE",FOC18275F2H,"Fex-111 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1","Fex-111 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 32x10GE, 8x10GE-N2K-C2232PP-10GE",FOC18275F8J,"Fex-112 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1","Fex-112 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 48x1GE, 4x10GE-N2K-C2248TP-1GE",JAF1416DDHJ,"Fex-113 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1","Fex-113 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 48x1GE, 4x10GE-N2K-C2248TP-1GE",JAF1416BLLC,"Fex-114 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1","Fex-114 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 16x10GE, 8x10GE-N2K-B22DELL-P",FOC16470GM1,"Fex-120 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1","Fex-120 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 16x10GE, 8x10GE-N2K-B22DELL-P",FOC16520U1R,"Fex-121 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1","Fex-121 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 16x10GE, 8x10GE-N2K-B22DELL-P",FOC16454DF7,"Fex-122 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1","Fex-122 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 32x10GE, 8x10GE-N2K-C2232PP-10GE",FOC18275F81,"Fex-123 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1","Fex-123 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 32x10GE, 8x10GE-N2K-C2232PP-10GE",FOC18275F9U,"Fex-124 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1","Fex-124 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Module,"Fabric Extender Module: 16x10GE, 8x10GE-N2K-B22DELL-P",FOC174624GD,"Fex-125 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1","Fex-125 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1",
HQ-56128P-02,10.0.255.112,Power Supply,NXA-PAC-1100W,POG1823807U,"Nexus PSU module, 100-240VAC 1100W",PowerSupply-1,
HQ-56128P-02,10.0.255.112,Power Supply,NXA-PAC-1100W,ART194821D2,"Nexus PSU module, 100-240VAC 1100W",PowerSupply-2,
HQ-56128P-02,10.0.255.112,Power Supply,NXA-PAC-1100W,POG18238077,"Nexus PSU module, 100-240VAC 1100W",PowerSupply-3,
HQ-56128P-02,10.0.255.112,Power Supply,NXA-PAC-1100W,ART2034F6SM,"Nexus PSU module, 100-240VAC 1100W",PowerSupply-4,
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150951ZC,"Fex-105 A/C,110/220v 400W","Fex-105 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA15095210,"Fex-105 A/C,110/220v 400W","Fex-105 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150951YA,"Fex-106 A/C,110/220v 400W","Fex-106 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150951YB,"Fex-106 A/C,110/220v 400W","Fex-106 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150952QQ,"Fex-107 A/C,110/220v 400W","Fex-107 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150952YX,"Fex-107 A/C,110/220v 400W","Fex-107 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150952SC,"Fex-108 A/C,110/220v 400W","Fex-108 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150952SR,"Fex-108 A/C,110/220v 400W","Fex-108 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150951Q2,"Fex-109 A/C,110/220v 400W","Fex-109 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150951XR,"Fex-109 A/C,110/220v 400W","Fex-109 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150954UP,"Fex-110 A/C,110/220v 400W","Fex-110 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DCA150954UN,"Fex-110 A/C,110/220v 400W","Fex-110 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DTN1848P1KC,"Fex-111 A/C,110/220v 400W","Fex-111 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DTN1823P5AV,"Fex-111 A/C,110/220v 400W","Fex-111 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DTN1823P5EP,"Fex-112 A/C,110/220v 400W","Fex-112 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DTN1823P5ES,"Fex-112 A/C,110/220v 400W","Fex-112 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,LIT141404RG,"Fex-113 A/C,110/220v 400W","Fex-113 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,LIT141309XN,"Fex-113 A/C,110/220v 400W","Fex-113 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,LIT14110KJF,"Fex-114 A/C,110/220v 400W","Fex-114 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,LIT14110KJ3,"Fex-114 A/C,110/220v 400W","Fex-114 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DTN1823P5LY,"Fex-123 A/C,110/220v 400W","Fex-123 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DTN1823P5M3,"Fex-123 A/C,110/220v 400W","Fex-123 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DTN1823P50Z,"Fex-124 A/C,110/220v 400W","Fex-124 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Power Supply,N2200-PAC-400W,DTN1823P547,"Fex-124 A/C,110/220v 400W","Fex-124 A/C,110/220v 400W",
HQ-56128P-02,10.0.255.112,Fan,NXA-PAC-1100W,POG1823807U,PowerSupply-1 Fan-1,PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,NXA-PAC-1100W,POG1823807U,PowerSupply-1 Fan-2,PowerSupply-1 Fan-2,
HQ-56128P-02,10.0.255.112,Fan,NXA-PAC-1100W,ART194821D2,PowerSupply-2 Fan-1,PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,NXA-PAC-1100W,ART194821D2,PowerSupply-2 Fan-2,PowerSupply-2 Fan-2,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150951ZC,Fex-105 PowerSupply-1 Fan-1,Fex-105 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA15095210,Fex-105 PowerSupply-2 Fan-1,Fex-105 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150951YA,Fex-106 PowerSupply-1 Fan-1,Fex-106 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150951YB,Fex-106 PowerSupply-2 Fan-1,Fex-106 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150952QQ,Fex-107 PowerSupply-1 Fan-1,Fex-107 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150952YX,Fex-107 PowerSupply-2 Fan-1,Fex-107 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150952SC,Fex-108 PowerSupply-1 Fan-1,Fex-108 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150952SR,Fex-108 PowerSupply-2 Fan-1,Fex-108 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150951Q2,Fex-109 PowerSupply-1 Fan-1,Fex-109 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150951XR,Fex-109 PowerSupply-2 Fan-1,Fex-109 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150954UP,Fex-110 PowerSupply-1 Fan-1,Fex-110 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DCA150954UN,Fex-110 PowerSupply-2 Fan-1,Fex-110 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DTN1848P1KC,Fex-111 PowerSupply-1 Fan-1,Fex-111 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DTN1823P5AV,Fex-111 PowerSupply-2 Fan-1,Fex-111 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DTN1823P5EP,Fex-112 PowerSupply-1 Fan-1,Fex-112 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DTN1823P5ES,Fex-112 PowerSupply-2 Fan-1,Fex-112 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,LIT141404RG,Fex-113 PowerSupply-1 Fan-1,Fex-113 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,LIT141309XN,Fex-113 PowerSupply-2 Fan-1,Fex-113 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,LIT14110KJF,Fex-114 PowerSupply-1 Fan-1,Fex-114 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,LIT14110KJ3,Fex-114 PowerSupply-2 Fan-1,Fex-114 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DTN1823P5LY,Fex-123 PowerSupply-1 Fan-1,Fex-123 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DTN1823P5M3,Fex-123 PowerSupply-2 Fan-1,Fex-123 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DTN1823P50Z,Fex-124 PowerSupply-1 Fan-1,Fex-124 PowerSupply-1 Fan-1,
HQ-56128P-02,10.0.255.112,Fan,N2200-PAC-400W,DTN1823P547,Fex-124 PowerSupply-2 Fan-1,Fex-124 PowerSupply-2 Fan-1,
HQ-56128P-02,10.0.255.112,SFP/Transceiver,N56-M24UP2Q,FOC182778Q6,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,
HQ-56128P-02,10.0.255.112,SFP/Transceiver,N56-M24UP2Q,FOC183211E5,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,
AL-5000-01,10.101.145.125,Chassis,N5K-C5010P-BF,SSI14120T8P,Nexus5010 Chassis,Nexus5010 Chassis,Member 1
AL-5000-01,10.101.145.125,Chassis,"Fabric Extender Module: 48x1GE, 4x10GE",SSI141109BL,Fex-105 Nexus2248 Chassis,Fex-105 Nexus2248 Chassis,Member 2
AL-5000-01,10.101.145.125,Chassis,"Fabric Extender Module: 48x1GE, 4x10GE",SSI141302GP,Fex-106 Nexus2248 Chassis,Fex-106 Nexus2248 Chassis,Member 3
AL-5000-01,10.101.145.125,Module,"Fabric Extender Module: 48x1GE, 4x10GE",JAF1415CKKF,"Fex-105 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1","Fex-105 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1",
AL-5000-01,10.101.145.125,Module,"Fabric Extender Module: 48x1GE, 4x10GE",JAF1416BLFJ,"Fex-106 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1","Fex-106 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1",
AL-5000-01,10.101.145.125,Power Supply,N5K-PAC-550W,DTM141802A6,"Nexus 5010 PSU module, 110-208VAC 550w",PowerSupply-1,
AL-5000-01,10.101.145.125,Power Supply,N5K-PAC-550W,DTM14180307,"Nexus 5010 PSU module, 110-208VAC 550w",PowerSupply-2,
AL-5000-01,10.101.145.125,Power Supply,N2200-PAC-400W,DTN1823P54B,"Fex-105 A/C,110/220v 400W",Fex-105 PowerSupply-1,
AL-5000-01,10.101.145.125,Power Supply,N2200-PAC-400W,DTN1823P549,"Fex-105 A/C,110/220v 400W",Fex-105 PowerSupply-2,
AL-5000-01,10.101.145.125,Power Supply,N2200-PAC-400W,DCA213052VN,"Fex-106 A/C,110/220v 400W",Fex-106 PowerSupply-1,
AL-5000-01,10.101.145.125,Power Supply,N2200-PAC-400W,LIT14110K76,"Fex-106 A/C,110/220v 400W",Fex-106 PowerSupply-2,
AL-5000-01,10.101.145.125,Fan,N5K-PAC-550W,DTM141802A6,PowerSupply-1 Fan-1,PowerSupply-1 Fan-1,
AL-5000-01,10.101.145.125,Fan,N5K-PAC-550W,DTM141802A6,PowerSupply-1 Fan-2,PowerSupply-1 Fan-2,
AL-5000-01,10.101.145.125,Fan,N5K-PAC-550W,DTM14180307,PowerSupply-2 Fan-1,PowerSupply-2 Fan-1,
AL-5000-01,10.101.145.125,Fan,N5K-PAC-550W,DTM14180307,PowerSupply-2 Fan-2,PowerSupply-2 Fan-2,
AL-5000-01,10.101.145.125,Fan,N2200-PAC-400W,DTN1823P54B,Fex-105 PowerSupply-1 Fan-1,Fex-105 PowerSupply-1 Fan-1,
AL-5000-01,10.101.145.125,Fan,N2200-PAC-400W,DTN1823P549,Fex-105 PowerSupply-2 Fan-1,Fex-105 PowerSupply-2 Fan-1,
AL-5000-01,10.101.145.125,Fan,N2200-PAC-400W,DCA213052VN,Fex-106 PowerSupply-1 Fan-1,Fex-106 PowerSupply-1 Fan-1,
AL-5000-01,10.101.145.125,Fan,N2200-PAC-400W,LIT14110K76,Fex-106 PowerSupply-2 Fan-1,Fex-106 PowerSupply-2 Fan-1,
AL-5000-01,10.101.145.125,SFP/Transceiver,N5K-C5010P-BF,JAF1417AFMD,20 port 10GE SFP+/Supervisor in Fixed Module-1,20 port 10GE SFP+/Supervisor in Fixed Module-1,
AL-5000-02,10.101.145.126,Chassis,N5K-C5010P-BF,SSI14150MJB,Nexus5010 Chassis,Nexus5010 Chassis,Member 1
AL-5000-02,10.101.145.126,Chassis,"Fabric Extender Module: 48x1GE, 4x10GE",SSI141109BL,Fex-105 Nexus2248 Chassis,Fex-105 Nexus2248 Chassis,Member 2
AL-5000-02,10.101.145.126,Chassis,"Fabric Extender Module: 48x1GE, 4x10GE",SSI141302GP,Fex-106 Nexus2248 Chassis,Fex-106 Nexus2248 Chassis,Member 3
AL-5000-02,10.101.145.126,Module,"Fabric Extender Module: 48x1GE, 4x10GE",JAF1415CKKF,"Fex-105 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1","Fex-105 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1",
AL-5000-02,10.101.145.126,Module,"Fabric Extender Module: 48x1GE, 4x10GE",JAF1416BLFJ,"Fex-106 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1","Fex-106 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1",
AL-5000-02,10.101.145.126,Power Supply,N5K-PAC-550W,DTM141802A5,"Nexus 5010 PSU module, 110-208VAC 550w",PowerSupply-1,
AL-5000-02,10.101.145.126,Power Supply,N5K-PAC-550W,DTM142600LP,"Nexus 5010 PSU module, 110-208VAC 550w",PowerSupply-2,
AL-5000-02,10.101.145.126,Power Supply,N2200-PAC-400W,DTN1823P54B,"Fex-105 A/C,110/220v 400W",Fex-105 PowerSupply-1,
AL-5000-02,10.101.145.126,Power Supply,N2200-PAC-400W,DTN1823P549,"Fex-105 A/C,110/220v 400W",Fex-105 PowerSupply-2,
AL-5000-02,10.101.145.126,Power Supply,N2200-PAC-400W,DCA213052VN,"Fex-106 A/C,110/220v 400W",Fex-106 PowerSupply-1,
AL-5000-02,10.101.145.126,Power Supply,N2200-PAC-400W,LIT14110K76,"Fex-106 A/C,110/220v 400W",Fex-106 PowerSupply-2,
AL-5000-02,10.101.145.126,Fan,N5K-PAC-550W,DTM141802A5,PowerSupply-1 Fan-1,PowerSupply-1 Fan-1,
AL-5000-02,10.101.145.126,Fan,N5K-PAC-550W,DTM141802A5,PowerSupply-1 Fan-2,PowerSupply-1 Fan-2,
AL-5000-02,10.101.145.126,Fan,N5K-PAC-550W,DTM142600LP,PowerSupply-2 Fan-1,PowerSupply-2 Fan-1,
AL-5000-02,10.101.145.126,Fan,N5K-PAC-550W,DTM142600LP,PowerSupply-2 Fan-2,PowerSupply-2 Fan-2,
AL-5000-02,10.101.145.126,Fan,N2200-PAC-400W,DTN1823P54B,Fex-105 PowerSupply-1 Fan-1,Fex-105 PowerSupply-1 Fan-1,
AL-5000-02,10.101.145.126,Fan,N2200-PAC-400W,DTN1823P549,Fex-105 PowerSupply-2 Fan-1,Fex-105 PowerSupply-2 Fan-1,
AL-5000-02,10.101.145.126,Fan,N2200-PAC-400W,DCA213052VN,Fex-106 PowerSupply-1 Fan-1,Fex-106 PowerSupply-1 Fan-1,
AL-5000-02,10.101.145.126,Fan,N2200-PAC-400W,LIT14110K76,Fex-106 PowerSupply-2 Fan-1,Fex-106 PowerSupply-2 Fan-1,
