hostname,ip_address,component_type,model,serial_number,description,name,stack_position
IDF2B-9410-SW.trtc.com,10.0.255.125,Chassis,C9410R,FXS2230Q254,Cisco Catalyst 9400 Series 10 Slot Chassis,Chassis,Standalone
IDF2B-9410-SW.trtc.com,10.0.255.125,Module,C9400-LC-48P,JAE22340958,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 1 Linecard,
IDF2B-9410-SW.trtc.com,10.0.255.125,Module,C9400-LC-48P,JAE2234096L,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 2 Linecard,
IDF2B-9410-SW.trtc.com,10.0.255.125,Module,C9400-LC-48P,JAE22380SK8,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 3 Linecard,
IDF2B-9410-SW.trtc.com,10.0.255.125,Module,C9400-LC-48P,JAE22380TC2,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 4 Linecard,
IDF2B-9410-SW.trtc.com,10.0.255.125,Module,C9400-SUP-1XL,JAE22320FZP,Cisco Catalyst 9400 Series Supervisor 1 XL Module,Slot 5 Supervisor,
IDF2B-9410-SW.trtc.com,10.0.255.125,Module,C9400-SUP-1XL,JAE223409FB,Cisco Catalyst 9400 Series Supervisor 1 XL Module,Slot 6 Supervisor,
IDF2B-9410-SW.trtc.com,10.0.255.125,Module,C9400-LC-48P,JAE22380SKZ,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 7 Linecard,
IDF2B-9410-SW.trtc.com,10.0.255.125,Module,C9400-LC-48P,JAE22380TBC,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 8 Linecard,
IDF2B-9410-SW.trtc.com,10.0.255.125,Module,C9400-LC-48P,JAE22380SWG,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 9 Linecard,
IDF2B-9410-SW.trtc.com,10.0.255.125,Module,C9400-LC-48P,JAE22391H9L,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 10 Linecard,
IDF2B-9410-SW.trtc.com,10.0.255.125,Power Supply,C9400-PWR-3200AC,DTM223204XK,Cisco Catalyst 9400 Series 3200W AC Power Supply,Power Supply Module 1,
IDF2B-9410-SW.trtc.com,10.0.255.125,Power Supply,C9400-PWR-3200AC,DTM222501HW,Cisco Catalyst 9400 Series 3200W AC Power Supply,Power Supply Module 5,
IDF2B-9410-SW.trtc.com,10.0.255.125,Fan,C9410-FAN,FXS2231Q4D9,Cisco Catalyst 9400 Series 10 Slot Chassis Fan Tray,Fan Tray,
IDF2B-9410-SW.trtc.com,10.0.255.125,SFP/Transceiver,SFP-10G-SR,FNS222205KK,SFP+ 10GBASE-SR,TenGigabitEthernet5/0/1,
IDF2B-9410-SW.trtc.com,10.0.255.125,SFP/Transceiver,SFP-10G-SR,FNS22211AC5,SFP+ 10GBASE-SR,TenGigabitEthernet5/0/2,
IDF2B-9410-SW.trtc.com,10.0.255.125,SFP/Transceiver,SFP-10G-SR,FNS222202WN,SFP+ 10GBASE-SR,TenGigabitEthernet6/0/1,
IDF2B-9410-SW.trtc.com,10.0.255.125,SFP/Transceiver,SFP-10G-SR,FNS22211BP1,SFP+ 10GBASE-SR,TenGigabitEthernet6/0/2,
IDF2C-9410-SW.trtc.com,10.0.255.62,Chassis,C9410R,FXS2232Q05J,Cisco Catalyst 9400 Series 10 Slot Chassis,Chassis,Standalone
IDF2C-9410-SW.trtc.com,10.0.255.62,Module,C9400-LC-48P,JAE2234094V,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 1 Linecard,
IDF2C-9410-SW.trtc.com,10.0.255.62,Module,C9400-LC-48P,JAE22320JPH,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 2 Linecard,
IDF2C-9410-SW.trtc.com,10.0.255.62,Module,C9400-LC-48P,JAE22391K82,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 3 Linecard,
IDF2C-9410-SW.trtc.com,10.0.255.62,Module,C9400-LC-48P,JAE22380TBZ,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 4 Linecard,
IDF2C-9410-SW.trtc.com,10.0.255.62,Module,C9400-SUP-1XL,JAE222906C8,Cisco Catalyst 9400 Series Supervisor 1 XL Module,Slot 5 Supervisor,
IDF2C-9410-SW.trtc.com,10.0.255.62,Module,C9400-SUP-1XL,JAE223108EB,Cisco Catalyst 9400 Series Supervisor 1 XL Module,Slot 6 Supervisor,
IDF2C-9410-SW.trtc.com,10.0.255.62,Module,C9400-LC-48P,JAE22380SKF,Cisco Catalyst 9400 Series 48-Port POE+ 10/100/1000 (RJ-45),Slot 7 Linecard,
IDF2C-9410-SW.trtc.com,10.0.255.62,Power Supply,C9400-PWR-3200AC,DTM223204WZ,Cisco Catalyst 9400 Series 3200W AC Power Supply,Power Supply Module 1,
IDF2C-9410-SW.trtc.com,10.0.255.62,Power Supply,C9400-PWR-3200AC,DTM222602SH,Cisco Catalyst 9400 Series 3200W AC Power Supply,Power Supply Module 5,
IDF2C-9410-SW.trtc.com,10.0.255.62,Fan,C9410-FAN,FXS2231Q4D1,Cisco Catalyst 9400 Series 10 Slot Chassis Fan Tray,Fan Tray,
IDF2C-9410-SW.trtc.com,10.0.255.62,SFP/Transceiver,SFP-10G-SR,FNS2222092R,SFP+ 10GBASE-SR,TenGigabitEthernet5/0/1,
IDF2C-9410-SW.trtc.com,10.0.255.62,SFP/Transceiver,SFP-10G-SR,FNS222205P0,SFP+ 10GBASE-SR,TenGigabitEthernet5/0/2,
IDF2C-9410-SW.trtc.com,10.0.255.62,SFP/Transceiver,SFP-10G-SR,FNS222206FS,SFP+ 10GBASE-SR,TenGigabitEthernet6/0/1,
IDF2C-9410-SW.trtc.com,10.0.255.62,SFP/Transceiver,SFP-10G-SR,FNS222205NG,SFP+ 10GBASE-SR,TenGigabitEthernet6/0/2,
aladasa06a,10.101.255.35,Chassis,DCS-7050SX3-48YC8,JPA2314P1UM,48x25GbE SFP + 8x100GbE QSFP Switch,"""""",Standalone
aladasa06a,10.101.255.35,Power Supply,PWR-511-AC-BLUE,EEXT2309128466,PowerSupply1,"""""",
aladasa06a,10.101.255.35,Power Supply,PWR-511-AC-BLUE,EEXT2309128533,PowerSupply2,"""""",
aladasa06a,10.101.255.35,SFP/Transceiver,QSFP-40GSR4-AN-L,USW1000001025821,Xcvr for Ethernet53,"""""",
aladasa06a,10.101.255.35,SFP/Transceiver,QSFP-100G-SR4,XMH225102086,Xcvr for Ethernet55,"""""",
aladasa06a,10.101.255.35,SFP/Transceiver,QSFP-100G-SR4,XMH225102081,Xcvr for Ethernet56,"""""",
IDF2A-4510.trtc.com,10.0.255.122,Chassis,WS-C4510R+E,FXS1937Q20J,"Cisco Systems, Inc. WS-C4510R+E 10 slot switch ",Switch System,Standalone
IDF2A-4510.trtc.com,10.0.255.122,Module,WS-X4748-RJ45V+E,CAT1943LAMS,10/100/1000BaseT (RJ45)+V E Series with 48 10/100/1000 baseT Premium PoE ports (Cisco/IEEE),Linecard(slot 1),
IDF2A-4510.trtc.com,10.0.255.122,Module,WS-X4648-RJ45V+E,JAE1939016A,10/100/1000BaseT (RJ45)+V E Series with 48 10/100/1000 baseT Premium PoE ports (Cisco/IEEE),Linecard(slot 2),
IDF2A-4510.trtc.com,10.0.255.122,Module,WS-X4648-RJ45V+E,JAE193903H5,10/100/1000BaseT (RJ45)+V E Series with 48 10/100/1000 baseT Premium PoE ports (Cisco/IEEE),Linecard(slot 3),
IDF2A-4510.trtc.com,10.0.255.122,Module,WS-X4648-RJ45V+E,JAE1939015U,10/100/1000BaseT (RJ45)+V E Series with 48 10/100/1000 baseT Premium PoE ports (Cisco/IEEE),Linecard(slot 4),
IDF2A-4510.trtc.com,10.0.255.122,Module,WS-X4648-RJ45V+E,JAE1939017X,10/100/1000BaseT (RJ45)+V E Series with 48 10/100/1000 baseT Premium PoE ports (Cisco/IEEE),Linecard(slot 7),
IDF2A-4510.trtc.com,10.0.255.122,Module,WS-X4648-RJ45V+E,JAE19390171,10/100/1000BaseT (RJ45)+V E Series with 48 10/100/1000 baseT Premium PoE ports (Cisco/IEEE),Linecard(slot 8),
IDF2A-4510.trtc.com,10.0.255.122,Module,WS-X4648-RJ45V+E,JAE193809FA,10/100/1000BaseT (RJ45)+V E Series with 48 10/100/1000 baseT Premium PoE ports (Cisco/IEEE),Linecard(slot 9),
IDF2A-4510.trtc.com,10.0.255.122,Module,WS-X4748-RJ45V+E,CAT1944L0JX,10/100/1000BaseT (RJ45)+V E Series with 48 10/100/1000 baseT Premium PoE ports (Cisco/IEEE),Linecard(slot 10),
IDF2A-4510.trtc.com,10.0.255.122,Power Supply,PWR-C45-6000ACV,DTM1938055T,Power Supply ( AC 6000W ),Power Supply 1,
IDF2A-4510.trtc.com,10.0.255.122,Power Supply,PWR-C45-6000ACV,DTM1937025W,Power Supply ( AC 6000W ),Power Supply 2,
IDF2A-4510.trtc.com,10.0.255.122,Fan,WS-X4582+E,FXS1937Q143,FanTray,FanTray 1,
IDF2A-4510.trtc.com,10.0.255.122,SFP/Transceiver,SFP-10G-SR,FNS17251XEG,SFP-10Gbase-SR,TenGigabitEthernet5/1,
IDF2A-4510.trtc.com,10.0.255.122,SFP/Transceiver,SFP-10G-SR,FNS17251FZ8,SFP-10Gbase-SR,TenGigabitEthernet5/3,
IDF2A-4510.trtc.com,10.0.255.122,SFP/Transceiver,WS-X45-SUP8-E,CAT1944L33U,"Sup 8-E 10GE (SFP+), 1000BaseX (SFP) with 8 SFP+ Ports",Supervisor(slot 6),
IDF2A-4510.trtc.com,10.0.255.122,SFP/Transceiver,SFP-10G-SR,FNS20230BJ7,SFP-10Gbase-SR,TenGigabitEthernet6/1,
IDF2A-4510.trtc.com,10.0.255.122,SFP/Transceiver,SFP-10G-SR,FNS17251XE4,SFP-10Gbase-SR,TenGigabitEthernet6/3,
aladasa06b,10.101.255.36,Chassis,DCS-7050SX3-48YC8,JPA2313P3HE,48x25GbE SFP + 8x100GbE QSFP Switch,"""""",Standalone
aladasa06b,10.101.255.36,Power Supply,PWR-511-AC-BLUE,EEXT2309128443,PowerSupply1,"""""",
aladasa06b,10.101.255.36,Power Supply,PWR-511-AC-BLUE,EEXT2309128436,PowerSupply2,"""""",
aladasa06b,10.101.255.36,SFP/Transceiver,QSFP-40GSR4-AN-L,USW1000001025822,Xcvr for Ethernet53,"""""",
aladasa06b,10.101.255.36,SFP/Transceiver,QSFP-100G-SR4,XMH225102083,Xcvr for Ethernet55,"""""",
aladasa06b,10.101.255.36,SFP/Transceiver,QSFP-100G-SR4,XMH225102104,Xcvr for Ethernet56,"""""",
aladasa08a,10.101.255.37,Chassis,DCS-7050SX3-48YC8,JPA2314P1V5,48x25GbE SFP + 8x100GbE QSFP Switch,"""""",Standalone
aladasa08a,10.101.255.37,Power Supply,PWR-511-AC-BLUE,EEXT2309128564,PowerSupply1,"""""",
aladasa08a,10.101.255.37,Power Supply,PWR-511-AC-BLUE,EEXT2309128311,PowerSupply2,"""""",
aladasa08a,10.101.255.37,SFP/Transceiver,QSFP-40GSR4-AN-L,USW1000001025816,Xcvr for Ethernet53,"""""",
aladasa08a,10.101.255.37,SFP/Transceiver,QSFP-100G-SR4,XMH225102282,Xcvr for Ethernet55,"""""",
aladasa08a,10.101.255.37,SFP/Transceiver,QSFP-100G-SR4,XMH224400686,Xcvr for Ethernet56,"""""",
cordaso12a,10.0.255.115,Chassis,DCS-7050SX3-48YC8,JPA2314P1VK,48x25GbE SFP + 8x100GbE QSFP Switch,"""""",Standalone
cordaso12a,10.0.255.115,Power Supply,PWR-511-AC-BLUE,EEXT2309128577,PowerSupply1,"""""",
cordaso12a,10.0.255.115,Power Supply,PWR-511-AC-BLUE,EEXT2309128543,PowerSupply2,"""""",
cordaso12a,10.0.255.115,SFP/Transceiver,QSFP-40GSR4-AN-L,USW1000001025820,Xcvr for Ethernet53,"""""",
cordaso12a,10.0.255.115,SFP/Transceiver,QSFP-100G-SR4,XMH225102097,Xcvr for Ethernet55,"""""",
cordaso12a,10.0.255.115,SFP/Transceiver,QSFP-100G-SR4,XMH230301157,Xcvr for Ethernet56,"""""",
aladasa08b,10.101.255.38,Chassis,DCS-7050SX3-48YC8,JPA2314P1V7,48x25GbE SFP + 8x100GbE QSFP Switch,"""""",Standalone
aladasa08b,10.101.255.38,Power Supply,PWR-511-AC-BLUE,EEXT2309128484,PowerSupply1,"""""",
aladasa08b,10.101.255.38,Power Supply,PWR-511-AC-BLUE,EEXT2309128485,PowerSupply2,"""""",
aladasa08b,10.101.255.38,SFP/Transceiver,QSFP-40GSR4-AN-L,USW1000001025815,Xcvr for Ethernet53,"""""",
aladasa08b,10.101.255.38,SFP/Transceiver,QSFP-100G-SR4,XMH225000098,Xcvr for Ethernet55,"""""",
aladasa08b,10.101.255.38,SFP/Transceiver,QSFP-100G-SR4,XMH224401066,Xcvr for Ethernet56,"""""",
cordaso12b,10.0.255.116,Chassis,DCS-7050SX3-48YC8,JPA2314P1SG,48x25GbE SFP + 8x100GbE QSFP Switch,"""""",Standalone
cordaso12b,10.0.255.116,Power Supply,PWR-511-AC-BLUE,EEXT2309128608,PowerSupply1,"""""",
cordaso12b,10.0.255.116,Power Supply,PWR-511-AC-BLUE,EEXT2309128465,PowerSupply2,"""""",
cordaso12b,10.0.255.116,SFP/Transceiver,QSFP-40GSR4-AN-L,USW1000001025819,Xcvr for Ethernet53,"""""",
cordaso12b,10.0.255.116,SFP/Transceiver,QSFP-100G-SR4,XMH230301155,Xcvr for Ethernet55,"""""",
cordaso12b,10.0.255.116,SFP/Transceiver,QSFP-100G-SR4,XMH230301166,Xcvr for Ethernet56,"""""",
cordasq12a,10.0.255.117,Chassis,DCS-7050SX3-48YC8,JPA2314P1S8,48x25GbE SFP + 8x100GbE QSFP Switch,"""""",Standalone
cordasq12a,10.0.255.117,Power Supply,PWR-511-AC-BLUE,EEXT2309128614,PowerSupply1,"""""",
cordasq12a,10.0.255.117,Power Supply,PWR-511-AC-BLUE,EEXT2309128565,PowerSupply2,"""""",
cordasq12a,10.0.255.117,SFP/Transceiver,QSFP-40GSR4-AN-L,USW1000001025818,Xcvr for Ethernet53,"""""",
cordasq12a,10.0.255.117,SFP/Transceiver,QSFP-100G-SR4,XMH225100626,Xcvr for Ethernet55,"""""",
cordasq12a,10.0.255.117,SFP/Transceiver,QSFP-100G-SR4,XMH225100604,Xcvr for Ethernet56,"""""",
cordasq12b,10.0.255.118,Chassis,DCS-7050SX3-48YC8,JMX2319A6E6,48x25GbE SFP + 8x100GbE QSFP Switch,"""""",Standalone
cordasq12b,10.0.255.118,Power Supply,PWR-511-AC-BLUE,EEXT2318144805,PowerSupply1,"""""",
cordasq12b,10.0.255.118,Power Supply,PWR-511-AC-BLUE,EEXT2318144542,PowerSupply2,"""""",
cordasq12b,10.0.255.118,SFP/Transceiver,QSFP-40GSR4-AN-L,USW1000001025817,Xcvr for Ethernet53,"""""",
cordasq12b,10.0.255.118,SFP/Transceiver,QSFP-100G-SR4,XMH225100629,Xcvr for Ethernet55,"""""",
cordasq12b,10.0.255.118,SFP/Transceiver,QSFP-100G-SR4,XMH225100614,Xcvr for Ethernet56,"""""",
AL-MPLS-R1.dtc_phx.com,10.101.255.248,Chassis,C8300-1N1S-4T2X,FLM274610LV,Cisco C8300-1N1S-4T2X Chassis,Chassis,Standalone
AL-MPLS-R1.dtc_phx.com,10.101.255.248,Module,C8300-1N1S-4T2X,,Cisco C8300-1N1S-4T2X Built-In NIM controller,module 0,
AL-MPLS-R1.dtc_phx.com,10.101.255.248,Module,C8300-1N1S-4T2X,,Cisco C8300-1N1S-4T2X Built-In SM controller,module 1,
AL-MPLS-R1.dtc_phx.com,10.101.255.248,Module,C8300-1N1S-4T2X,FDO27410DQF,Cisco C8300-1N1S-4T2X Route Processor,module R0,
AL-MPLS-R1.dtc_phx.com,10.101.255.248,Module,C8300-1N1S-4T2X,,Cisco C8300-1N1S-4T2X Forwarding Processor,module F0,
AL-MPLS-R1.dtc_phx.com,10.101.255.248,Power Supply,PWR-CC1-250WAC,LIT2717CMLE,250W AC power supply for Cisco C8300 1RU,Power Supply Module 0,
AL-MPLS-R1.dtc_phx.com,10.101.255.248,Power Supply,PWR-CC1-250WAC,LIT2718ASFD,250W AC power supply for Cisco C8300 1RU,Power Supply Module 1,
AL-MPLS-R1.dtc_phx.com,10.101.255.248,SFP/Transceiver,SFP-GE-L,FNS140708XX,GE LX,subslot 0/0 transceiver 4,
AL-MPLS-R1.dtc_phx.com,10.101.255.248,SFP/Transceiver,SFP-GE-S,FNS132701M6,GE SX,subslot 0/0 transceiver 5,
HQ-MPLS-R1.dtc_phx.com,10.0.255.248,Chassis,C8300-1N1S-4T2X,FLM274610LT,Cisco C8300-1N1S-4T2X Chassis,Chassis,Standalone
HQ-MPLS-R1.dtc_phx.com,10.0.255.248,Module,C8300-1N1S-4T2X,,Cisco C8300-1N1S-4T2X Built-In NIM controller,module 0,
HQ-MPLS-R1.dtc_phx.com,10.0.255.248,Module,C8300-1N1S-4T2X,,Cisco C8300-1N1S-4T2X Built-In SM controller,module 1,
HQ-MPLS-R1.dtc_phx.com,10.0.255.248,Module,C8300-1N1S-4T2X,FDO27410DPX,Cisco C8300-1N1S-4T2X Route Processor,module R0,
HQ-MPLS-R1.dtc_phx.com,10.0.255.248,Module,C8300-1N1S-4T2X,,Cisco C8300-1N1S-4T2X Forwarding Processor,module F0,
HQ-MPLS-R1.dtc_phx.com,10.0.255.248,Power Supply,PWR-CC1-250WAC,LIT2718ASTF,250W AC power supply for Cisco C8300 1RU,Power Supply Module 0,
HQ-MPLS-R1.dtc_phx.com,10.0.255.248,Power Supply,PWR-CC1-250WAC,LIT2718ARX9,250W AC power supply for Cisco C8300 1RU,Power Supply Module 1,
HQ-MPLS-R1.dtc_phx.com,10.0.255.248,SFP/Transceiver,SFP-GE-L,FNS13290RA9,GE LX,subslot 0/0 transceiver 4,
HQ-MPLS-R1.dtc_phx.com,10.0.255.248,SFP/Transceiver,GLC-SX-MMD,AGA1747RGCF,GE SX,subslot 0/0 transceiver 5,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Chassis,N7K-C7010,TBM13322374,Nexus7000 C7010 (10 Slot) Chassis,Nexus7000 C7010 (10 Slot) Chassis,Standalone
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-F312FQ-25,JAE191207AK,10/40 Gbps Ethernet Module,10/40 Gbps Ethernet Module,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-SUP2E,JAF1825AQAN,Supervisor Module-2,Supervisor Module-2,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-SUP2E,JAF1827ARNH,Supervisor Module-2,Supervisor Module-2,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-F312FQ-25,JAE184905NJ,10/40 Gbps Ethernet Module,10/40 Gbps Ethernet Module,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-F312FQ-25,JAE182305KD,10/40 Gbps Ethernet Module,10/40 Gbps Ethernet Module,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-F248XP-25E,JAF1827AHFJ,1/10 Gbps Ethernet Module,1/10 Gbps Ethernet Module,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-F248XP-25E,JAF1827AHET,1/10 Gbps Ethernet Module,1/10 Gbps Ethernet Module,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-C7010-FAB-2,JAF1828ANTQ,Fabric card module,Fabric card module,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-C7010-FAB-2,JAF1812ALPP,Fabric card module,Fabric card module,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-C7010-FAB-2,JAF1828ANTN,Fabric card module,Fabric card module,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-C7010-FAB-2,JAF1828ANPG,Fabric card module,Fabric card module,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Module,N7K-C7010-FAB-2,JAF1828ANRL,Fabric card module,Fabric card module,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Power Supply,N7K-AC-7.5KW-US,DTM171104LC,N7K-AC-7.5KW-US PS-1,PowerSupply-1,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Power Supply,N7K-AC-7.5KW-US,DTM180403SK,N7K-AC-7.5KW-US PS-2,PowerSupply-2,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Fan,N7K-C7010-FAN-S,FOX1819XA51,Fan Module-1,Fan Module-1,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Fan,N7K-C7010-FAN-S,FOX1819XA2R,Fan Module-2,Fan Module-2,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Fan,N7K-C7010-FAN-F,FOX1816XAF2,Fan Module-3,Fan Module-3,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,Fan,N7K-C7010-FAN-F,FOX1816XAD9,Fan Module-4,Fan Module-4,
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR4,AVP2016S0AD,Transceiver(slot:1-port:1),Transceiver(slot:1-port:1),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1843U629,Transceiver(slot:1-port:2),Transceiver(slot:1-port:2),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR4,AVP2017S04R,Transceiver(slot:1-port:3),Transceiver(slot:1-port:3),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR4,JFQ2021209A,Transceiver(slot:1-port:5),Transceiver(slot:1-port:5),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR4,AVP1939S2PV,Transceiver(slot:1-port:7),Transceiver(slot:1-port:7),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR4,AVP1938S242,Transceiver(slot:1-port:9),Transceiver(slot:1-port:9),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR4,JFQ202020E6,Transceiver(slot:1-port:11),Transceiver(slot:1-port:11),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S3DX,Transceiver(slot:7-port:1),Transceiver(slot:7-port:1),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S151,Transceiver(slot:7-port:2),Transceiver(slot:7-port:2),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S0Y0,Transceiver(slot:7-port:3),Transceiver(slot:7-port:3),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1843U628,Transceiver(slot:7-port:4),Transceiver(slot:7-port:4),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S1YW,Transceiver(slot:7-port:5),Transceiver(slot:7-port:5),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S086,Transceiver(slot:7-port:7),Transceiver(slot:7-port:7),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S07V,Transceiver(slot:7-port:9),Transceiver(slot:7-port:9),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1830U0W7,Transceiver(slot:7-port:10),Transceiver(slot:7-port:10),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S4J6,Transceiver(slot:7-port:11),Transceiver(slot:7-port:11),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1830U2CH,Transceiver(slot:7-port:12),Transceiver(slot:7-port:12),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S4J9,Transceiver(slot:8-port:1),Transceiver(slot:8-port:1),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S0TG,Transceiver(slot:8-port:2),Transceiver(slot:8-port:2),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S07U,Transceiver(slot:8-port:3),Transceiver(slot:8-port:3),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S150,Transceiver(slot:8-port:5),Transceiver(slot:8-port:5),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S07W,Transceiver(slot:8-port:7),Transceiver(slot:8-port:7),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1821S24T,Transceiver(slot:8-port:9),Transceiver(slot:8-port:9),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1830U0ZJ,Transceiver(slot:8-port:10),Transceiver(slot:8-port:10),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1827S0TT,Transceiver(slot:8-port:11),Transceiver(slot:8-port:11),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,QSFP-40G-SR-BD,AVM1830U0W8,Transceiver(slot:8-port:12),Transceiver(slot:8-port:12),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,SFP-10G-SR,ECL133100TS,Transceiver(slot:9-port:5),Transceiver(slot:9-port:5),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,SFP-10G-SR,ECL133100UF,Transceiver(slot:9-port:6),Transceiver(slot:9-port:6),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,SFP-10G-SR,ECL133104WW,Transceiver(slot:9-port:9),Transceiver(slot:9-port:9),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,SFP-10G-SR,SPC141103DZ,Transceiver(slot:9-port:10),Transceiver(slot:9-port:10),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,GLC-SX-MMD,OPM21310Q7G,Transceiver(slot:9-port:14),Transceiver(slot:9-port:14),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,SFP-10G-SR,ECL1330037K,Transceiver(slot:9-port:15),Transceiver(slot:9-port:15),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,SFP-10G-SR,ACP28020BW9,Transceiver(slot:9-port:16),Transceiver(slot:9-port:16),
HQ-7000-01-CORE.dtc_phx.com,10.0.100.194,SFP/Transceiver,SFP-10G-LR,ECL1523016Y,Transceiver(slot:9-port:20),Transceiver(slot:9-port:20),
